Status,Vendor No.,Vendor,System,Division,Total Spend,Invoices,Open Balance,Avg Day to Pay,% Late,Avg Days Paid Late,Avg Invoice Value,Added On,Vendor Group,Telephone,Tax ID,Email
Inactive,1000000763,"Whitehead, Barton and Williams",SAP-P49-WF,"Marelli EPT Cologne, Marelli Poland, Marelli Germany, Marelli Italy, Marelli Japan, Marelli PWT Slovakia",1002816.73,83,395301.2,78.0,19.19,18.0,27856.02,2022-08-28,,(435)497-3711,2385324199,joypotts@example.net
Active,1000000764,Kim LLC,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Germany, Marelli Poland",994496.1,453,-144205.61,53.0,6.94,20.0,7421.61,2024-12-09,,001-860-385-8167x046,3944410121,millernatalie@example.net
Inactive,1000000765,Wells-Hunter,SAP-P49-WF,"Marelli Poland, Marelli PWT Slovakia, Marelli Germany, Marelli Japan, Marelli Italy",0.0,0,0.0,,,,0.0,2023-08-23,,921.702.1923,6313347276,timothy29@example.com
Active,1000000766,Castro and Sons,SAP-P49-WF,"Marelli Japan, Marelli EPT Cologne, Marelli Italy, Marelli Poland, Marelli PWT Slovakia, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-02-22,,224.326.0508,8206987739,brenda04@example.org
Inactive,1000000767,Mccall-Valencia,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2023-07-26,,337.477.3126,7886170277,michaelathomas@example.org
Active,1000000768,Palmer-Archer,SAP-P49,,0.0,0,-0.0,,,,0.0,2022-07-19,,001-823-265-3460,5045982041,kimberly03@example.net
Inactive,1000000769,"Galvan, Myers and Obrien","SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia, Marelli Japan, Marelli Germany",0.0,0,0.0,,,,0.0,2024-12-01,,627.998.6239,2898019696,reynoldsanthony@example.org
Inactive,1000000770,"Miller, Snow and Thomas",SAP-P49,,0.0,0,0.0,,,,0.0,2023-10-11,,+1-905-946-4754x8954,4121763244,stodd@example.net
Active,1000000771,"Castro, Fleming and Greene",SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli Poland, Marelli EPT Cologne, Marelli Japan, Marelli Italy",996443.51,99,150340.78,12.0,53.3,22.0,2863.34,2023-12-17,,001-327-651-7588,4639071579,sarah49@example.net
Inactive,1000000772,Edwards LLC,SAP-P49,,994136.98,329,168493.25,16.0,99.41,27.0,2066.81,2022-10-13,,693.654.3586,8152748315,msantiago@example.net
Inactive,1000000773,Pham Ltd,SAP-P49,"Marelli EPT Cologne, Marelli Poland, Marelli PWT Slovakia, Marelli Italy",993832.66,115,160841.07,16.0,55.78,8.0,2110.05,2023-04-30,,535-588-5379x8214,4286685530,isaac75@example.org
Inactive,1000000774,Washington-Nelson,SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli EPT Cologne, Marelli Japan, Marelli Poland",0.0,0,0.0,,,,0.0,2021-11-22,,001-378-852-4914,3414009828,msmith@example.com
Active,1000000775,Gibson-Ewing,SAP-P49,Marelli Italy,0.0,0,-0.0,,,,0.0,2024-06-25,,001-948-396-3406,6016056341,ukim@example.org
Active,1000000776,White LLC,SAP-P49,"Marelli PWT Slovakia, Marelli Poland, Marelli Germany",1000482.17,484,457845.94,19.0,17.53,24.0,3248.32,2024-06-11,,001-200-214-1884x21630,8178437835,morganclaudia@example.com
Inactive,1000000777,Jordan-Hall,"SAP-P49, SAP-P49-WF",Marelli PWT Slovakia,0.0,0,0.0,,,,0.0,2022-09-23,,+1-599-448-5320x895,4977975052,nharris@example.org
Active,1000000778,Davis Ltd,SAP-P49-WF,"Marelli Japan, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy, Marelli Poland",996595.56,287,-298048.16,16.0,53.58,9.0,2285.77,2023-02-10,,+1-447-511-3633x792,3725216414,daniel34@example.com
Inactive,1000000779,"Valencia, Atkinson and Griffin",SAP-P49,,999443.87,404,256020.87,89.0,34.76,0.0,4289.46,2023-02-15,,811.267.7269,8288730938,jamie76@example.net
Active,1000000780,Morris-Porter,SAP-P49-WF,"Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Poland, Marelli Italy, Marelli Japan, Marelli Germany",0.0,0,0.0,,,,0.0,2021-01-15,,+1-567-593-5219x626,6585069363,michael43@example.net
Active,1000000781,Roach-Gray,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Japan, Marelli EPT Cologne, Marelli Germany, Marelli Italy",995480.46,96,294114.66,41.0,92.72,4.0,2433.94,2021-03-21,,909.831.7069x5560,2259808442,fblankenship@example.com
Inactive,1000000782,Bailey-Adams,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2022-12-23,,772-223-9898x306,7631511391,christophermoon@example.org
Active,1000000783,"Dominguez, Williams and Miller",SAP-P49,"Marelli Poland, Marelli Japan, Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne",994538.44,30,489793.77,40.0,92.7,16.0,2367.95,2024-02-09,,372-542-6423x642,5688098676,oliverashley@example.net
Active,1000000784,Roberts Group,SAP-P49,"Marelli PWT Slovakia, Marelli Poland",0.0,0,0.0,,,,0.0,2024-09-18,,(723)403-9111x42817,8338191632,amandalopez@example.org
Inactive,1000000785,Foley-Miranda,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Poland, Marelli Japan, Marelli Germany, Marelli EPT Cologne",998417.96,84,341492.18,23.0,52.1,14.0,2223.65,2021-03-17,,708.680.6220x72239,4130006818,lsanchez@example.net
Active,1000000786,Reeves and Sons,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli Japan, Marelli EPT Cologne, Marelli Poland, Marelli Italy",996254.1,414,254314.2,58.0,12.77,6.0,4859.78,2022-01-02,,+1-890-916-2047x8768,2028886108,kristin96@example.com
Inactive,1000000787,"Giles, Jackson and Hodge",SAP-P49,"Marelli Poland, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2024-07-05,,(803)819-5419,5287938844,bevans@example.com
Active,1000000788,Gonzalez-Smith,SAP-P49,"Marelli Germany, Marelli Poland",0.0,0,0.0,,,,0.0,2021-12-12,,(827)992-4632x03747,7754473085,nwatson@example.com
Active,1000000789,Perry Inc,SAP-P49,"Marelli PWT Slovakia, Marelli Japan, Marelli Germany",1001126.71,195,208979.89,24.0,3.62,10.0,2085.68,2022-02-24,,821.345.0576,3310276672,michael88@example.com
Inactive,1000000790,Villa Group,"SAP-P49, SAP-P49-WF","Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Japan, Marelli Poland",0.0,0,-0.0,,,,0.0,2021-09-14,,455-634-8201,5414062226,johnsonjeffery@example.net
Inactive,1000000791,Johnson-Powell,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Germany, Marelli PWT Slovakia, Marelli Poland, Marelli Japan",0.0,0,-0.0,,,,0.0,2023-12-22,,+1-975-895-4508x917,7558473355,estradaamy@example.net
Active,1000000792,"Hunter, Lutz and Hernandez",SAP-P49,"Marelli Germany, Marelli Italy, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2021-06-05,,(257)242-2319x6463,5370112265,alexander23@example.com
Active,1000000793,"Lee, Lloyd and Ware",SAP-P49,"Marelli Italy, Marelli Poland, Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli PWT Slovakia",990818.97,165,-102072.67,57.0,44.72,16.0,2783.2,2023-09-06,,(489)943-0120x47137,4125116346,millersteve@example.com
Inactive,1000000794,"Luna, Watson and Harrison","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2024-08-12,,598-585-5829x849,2157215894,hamiltonjoseph@example.net
Active,1000000795,Porter-Ramsey,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-03-13,,(309)744-1283x3372,3314256665,anewton@example.net
Active,1000000796,Evans-Sanchez,SAP-P49-WF,Marelli Germany,1002539.96,385,420457.21,20.0,49.7,9.0,4397.11,2023-11-18,,+1-771-750-6662x670,3510003726,parkertommy@example.com
Inactive,1000000797,Chapman-Sullivan,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Japan, Marelli Italy, Marelli Germany",1000409.15,189,-119425.55,73.0,87.8,10.0,7145.78,2023-02-12,,843.392.5295,2106164642,millerlaura@example.org
Inactive,1000000798,Fernandez Group,"SAP-P49, SAP-P49-WF",Marelli Poland,0.0,0,0.0,,,,0.0,2023-10-14,,720-707-2024,8497388617,williamspatricia@example.com
Inactive,1000000799,Williams PLC,SAP-P49,Marelli Poland,999505.55,20,305774.14,79.0,79.0,6.0,5845.06,2022-01-27,,609-603-2671,4899564686,deckerjustin@example.org
Inactive,1000000800,Obrien-Green,SAP-P49,,0.0,0,-0.0,,,,0.0,2024-01-07,,+1-781-679-3406x5277,5918653941,desiree66@example.org
Inactive,1000000801,Wade-Clark,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2023-03-28,,422.301.0912x172,6062245334,kaylee59@example.org
Active,1000000802,"Olson, Ortiz and Spears",SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany",994060.44,117,193793.17,36.0,34.61,15.0,8283.84,2023-11-12,,+1-289-643-7052x63510,8668432538,flopez@example.com
Inactive,1000000803,"Levy, Bowers and Huffman",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-01-09,,925.765.9202x461,8136619879,bobbytaylor@example.net
Inactive,1000000804,"Simpson, Ramirez and Harris",SAP-P49,"Marelli PWT Slovakia, Marelli Poland, Marelli Germany, Marelli Italy, Marelli Japan",998234.92,157,140723.25,11.0,82.25,15.0,2405.39,2024-08-31,,(260)305-5955,5583287208,gingram@example.org
Inactive,1000000805,Hernandez Ltd,SAP-P49-WF,"Marelli Japan, Marelli Italy, Marelli Poland, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-02-06,,+1-684-986-8999x36079,8732694593,mitchellandrew@example.net
Active,1000000806,"Hanna, Brown and Gallegos",SAP-P49,,0.0,0,0.0,,,,0.0,2024-02-27,,(679)893-5937x44039,5723500183,adam30@example.org
Active,1000000807,Allen-Smith,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Japan",999874.87,292,106239.64,67.0,76.48,20.0,2178.38,2022-09-05,,2149886084,2400470031,amandatran@example.org
Active,1000000808,Frost Group,SAP-P49,,0.0,0,-0.0,,,,0.0,2023-09-17,,+1-552-983-0615,2115271331,garciasarah@example.net
Inactive,1000000809,Jackson-Carter,SAP-P49-WF,"Marelli Japan, Marelli Italy, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2021-04-17,,362-363-2514x488,7878317523,morganfarrell@example.org
Inactive,1000000810,Jones LLC,SAP-P49-WF,Marelli Germany,0.0,0,-0.0,,,,0.0,2023-04-26,,(317)951-8878,8349041103,kristen51@example.com
Active,1000000811,Hughes and Sons,SAP-P49,,0.0,0,-0.0,,,,0.0,2023-05-25,,+1-440-591-1225,4855263484,writter@example.net
Inactive,1000000812,Johnson-Castaneda,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli EPT Cologne, Marelli Poland, Marelli PWT Slovakia, Marelli Italy, Marelli Germany",0.0,0,-0.0,,,,0.0,2021-05-01,,001-961-886-3239x79137,5541556213,dawn30@example.org
Active,1000000813,Lopez-Duncan,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Japan, Marelli Italy, Marelli Poland, Marelli PWT Slovakia",1004088.83,378,-433593.36,21.0,2.58,9.0,3033.5,2023-07-13,,3553605712,7784384755,thomasspencer@example.net
Inactive,1000000814,"Juarez, Wilson and Cochran",SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany",1002538.79,92,-67673.5,89.0,31.18,23.0,4515.94,2023-07-16,,+1-853-448-6401x0424,7947091665,matthew61@example.net
Active,1000000815,Jones-Parker,SAP-P49-WF,Marelli Germany,1000269.94,454,6143.52,30.0,43.95,8.0,2212.99,2024-06-29,,760-304-5212x8991,4309565986,villegaskatrina@example.com
Active,1000000816,White and Sons,"SAP-P49, SAP-P49-WF",,1001416.5,462,-284364.05,37.0,61.96,29.0,3958.17,2023-04-12,,001-613-604-4881,4374361377,woodardkaren@example.org
Active,1000000817,Ellison-Fisher,SAP-P49,"Marelli EPT Cologne, Marelli Japan, Marelli Germany",996033.59,130,149605.33,36.0,15.2,16.0,43305.81,2023-07-25,,+1-854-302-1190x17075,2114753240,erik83@example.org
Inactive,1000000818,Jackson-Wong,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy",996556.67,129,493162.33,24.0,5.78,22.0,2120.33,2021-09-26,,001-810-273-2283,7699896410,barbara37@example.net
Inactive,1000000819,Brown and Sons,SAP-P49-WF,"Marelli Japan, Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy",999686.72,421,194974.13,45.0,98.37,26.0,12044.42,2021-12-05,,+1-663-584-5269x694,5601313081,mannjonathan@example.net
Active,1000000820,Smith-Wilson,SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany, Marelli PWT Slovakia, Marelli Poland, Marelli Japan, Marelli Italy",997181.75,79,-377548.03,66.0,30.33,11.0,10838.93,2022-03-09,,001-434-229-2913,5068378191,whitneymcgee@example.net
Active,1000000821,Sutton and Sons,SAP-P49-WF,"Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Poland, Marelli Germany, Marelli Japan",997945.34,27,-398134.47,86.0,69.22,0.0,39917.81,2023-02-01,,341.790.3106,5294731394,sergiothomas@example.net
Inactive,1000000822,Melton LLC,SAP-P49,Marelli EPT Cologne,1000078.43,15,496735.81,11.0,81.4,10.0,2375.48,2022-01-18,,(668)847-3236x53377,2271320281,kingryan@example.org
Active,1000000823,Harrington Inc,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli EPT Cologne",996356.34,263,114799.62,23.0,30.63,26.0,5930.69,2022-10-12,,001-278-943-6142x4426,8708972166,willismichael@example.net
Active,1000000824,Cole Ltd,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Germany, Marelli Italy, Marelli Japan",0.0,0,0.0,,,,0.0,2022-10-14,,876-542-7372x037,2745699757,danielgriffith@example.net
Inactive,1000000825,Vaughn-Nelson,SAP-P49,"Marelli Germany, Marelli PWT Slovakia, Marelli Poland, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2023-01-15,,+1-484-960-1913x44389,2188717171,hernandezandrew@example.net
Inactive,1000000826,"Barnes, Peterson and Castillo",SAP-P49-WF,,994780.14,256,384586.2,23.0,44.98,22.0,3617.38,2024-02-29,,(714)364-4936,2736412118,mruiz@example.org
Inactive,1000000827,Williams-Rogers,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Germany, Marelli Poland, Marelli PWT Slovakia, Marelli Italy, Marelli EPT Cologne",998955.2,35,-305058.43,52.0,36.78,0.0,3201.78,2024-04-02,,538.857.3680x1192,3928061321,harrisrobert@example.net
Active,1000000828,Garcia PLC,"SAP-P49, SAP-P49-WF",Marelli Germany,1006039.05,11,235025.19,88.0,76.93,24.0,2187.04,2021-09-01,,323.633.5104x096,3326495582,forozco@example.com
Active,1000000829,Carr Inc,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli EPT Cologne",998416.75,152,-488194.58,35.0,41.62,4.0,5173.14,2022-02-12,,898-730-7482x073,4757536903,davisbrandi@example.net
Inactive,1000000830,Smith-Horton,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2022-07-13,,(578)220-1904x322,7658786301,jamesclark@example.org
Active,1000000831,Murray-Stanley,"SAP-P49, SAP-P49-WF",,997268.78,213,35213.69,46.0,21.52,24.0,76712.98,2022-04-04,,492.301.3546,3422795817,thomassmith@example.com
Active,1000000832,Patel Ltd,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2024-10-28,,(711)923-1261x63248,7250358064,mariawheeler@example.net
Inactive,1000000833,"Lewis, Cole and Jackson",SAP-P49,Marelli PWT Slovakia,1001959.02,446,-259305.53,72.0,97.59,2.0,2049.0,2022-01-19,,945.349.3036x468,6518765377,hogandavid@example.org
Active,1000000834,Mclaughlin PLC,SAP-P49,"Marelli Italy, Marelli Germany, Marelli Japan, Marelli Poland, Marelli PWT Slovakia",995029.47,219,47721.1,69.0,45.44,9.0,11706.23,2022-01-29,,587-469-2082,3051945535,rebeccaromero@example.net
Active,1000000835,"Wilkerson, Allen and Tran",SAP-P49-WF,"Marelli Japan, Marelli Germany, Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2022-12-27,,488-514-4582x20673,3710447815,holmescolleen@example.org
Inactive,1000000836,Le-Payne,SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany, Marelli Japan, Marelli PWT Slovakia, Marelli Italy, Marelli Poland",0.0,0,-0.0,,,,0.0,2021-06-09,,001-757-424-5000x0001,5957952792,millerjames@example.org
Active,1000000837,Bowers-Ryan,"SAP-P49, SAP-P49-WF",,999845.31,132,-11757.04,58.0,15.0,14.0,6368.44,2023-07-07,,(609)402-5561x844,3216446173,gardnerdylan@example.net
Inactive,1000000838,"Fernandez, Mitchell and Boyd",SAP-P49,"Marelli EPT Cologne, Marelli Germany, Marelli Italy, Marelli PWT Slovakia, Marelli Poland, Marelli Japan",1005841.09,442,-24121.95,74.0,37.59,23.0,2703.87,2023-01-26,,001-912-224-8905x67086,4110778474,greeneaaron@example.com
Inactive,1000000839,Gray Ltd,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Italy, Marelli PWT Slovakia, Marelli Germany",995685.47,454,-105068.44,14.0,45.94,29.0,15557.59,2023-02-17,,615-584-8266x91362,2697341959,mike05@example.com
Inactive,1000000840,Glover Group,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Poland, Marelli PWT Slovakia, Marelli Italy, Marelli Germany, Marelli Japan",1001424.45,377,455983.29,41.0,78.69,7.0,4087.45,2021-03-01,,001-908-707-0633x6998,7847230676,bartonkimberly@example.net
Active,1000000841,Martinez Inc,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Italy",1001035.47,234,-184784.24,28.0,68.81,8.0,7882.17,2024-05-07,,401-964-8188x044,2693326320,pgilmore@example.net
Active,1000000842,Gray and Sons,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2023-03-15,,616.843.2126x94289,6640061543,eric36@example.net
Inactive,1000000843,Richardson Ltd,SAP-P49,,1003389.63,130,-463138.21,48.0,90.18,16.0,2022.96,2023-12-17,,763.614.4170x64625,7939032691,lopezkristina@example.net
Inactive,1000000844,"Wood, Stephens and Lopez","SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2024-07-15,,201.576.4644,8754316628,richardsonangela@example.net
Active,1000000845,"White, Haas and Rivera",SAP-P49-WF,,997560.44,477,136866.77,60.0,65.94,22.0,6313.67,2021-01-03,,(579)505-0404,6239243082,jasonhubbard@example.com
Active,1000000846,Poole LLC,SAP-P49,"Marelli EPT Cologne, Marelli Italy, Marelli Japan, Marelli Poland, Marelli Germany, Marelli PWT Slovakia",1001382.72,88,114091.12,32.0,6.67,11.0,10431.07,2024-12-01,,001-951-963-2111,2576952664,stephenscatherine@example.org
Active,1000000847,Watkins Ltd,SAP-P49-WF,"Marelli Germany, Marelli Japan",0.0,0,0.0,,,,0.0,2021-12-30,,+1-937-732-6530x60119,2824139929,gdavis@example.com
Inactive,1000000848,"Cortez, Warren and Smith",SAP-P49-WF,"Marelli PWT Slovakia, Marelli Germany, Marelli Japan, Marelli Italy, Marelli EPT Cologne",1003997.5,194,-351229.45,25.0,73.74,8.0,30424.17,2022-11-21,,(430)209-1561,6422385424,haleycook@example.net
Inactive,1000000849,"Jimenez, Daniel and Morrow","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2021-04-25,,+1-316-609-3659x520,7437776260,stokesmonica@example.net
Active,1000000850,"Mitchell, Ryan and Perez",SAP-P49,Marelli EPT Cologne,998855.09,309,-414732.61,76.0,71.63,30.0,2561.17,2022-06-18,,(487)350-9263x2239,6003461774,shannonrogers@example.com
Inactive,1000000851,Davis Inc,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Poland, Marelli Italy",0.0,0,-0.0,,,,0.0,2022-04-25,,001-842-888-6050x537,6041526622,vburch@example.org
Inactive,1000000852,"Steele, Wilson and Anderson","SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia, Marelli Italy",1000450.21,234,-428936.3,61.0,1.21,23.0,2337.5,2021-10-01,,001-400-930-8356x69106,6405264726,floresjulie@example.org
Inactive,1000000853,Saunders LLC,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2023-01-14,,450-568-8269x17768,8235941522,kelly01@example.org
Inactive,1000000854,Kemp-Smith,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Poland",995987.54,9,-202648.03,56.0,34.97,27.0,41499.48,2022-10-18,,773.354.3788x26033,4911685554,garciamitchell@example.net
Inactive,1000000855,"Smith, Short and Romero",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2021-06-05,,001-691-444-9207,3496083813,tavila@example.net
Inactive,1000000856,"Bender, Fisher and Weber","SAP-P49, SAP-P49-WF",,1006494.06,464,162418.56,22.0,18.52,23.0,5083.3,2022-08-14,,(848)599-7184x2859,4607792504,markgarcia@example.org
Active,1000000857,"Clay, Hudson and Sparks",SAP-P49,Marelli Poland,1005928.52,427,-236346.5,80.0,2.09,27.0,4191.37,2021-11-30,,823.212.3426,5850046374,bdean@example.net
Inactive,1000000858,Moore-Bowman,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli Japan",1003594.77,386,-419330.33,21.0,96.79,3.0,4500.42,2021-02-18,,760.772.3483x893,6983173425,rachelmeyer@example.net
Inactive,1000000859,"Sherman, Huff and Pollard",SAP-P49-WF,"Marelli Japan, Marelli EPT Cologne, Marelli PWT Slovakia",1004980.24,341,125284.42,27.0,38.19,29.0,3667.81,2024-07-10,,2564129965,5115632000,wgarza@example.net
Inactive,1000000860,"Thomas, Guerrero and Davis",SAP-P49,,0.0,0,-0.0,,,,0.0,2024-05-04,,+1-969-865-6130,6572710920,powersgina@example.org
Inactive,1000000861,Aguirre LLC,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Germany, Marelli Italy, Marelli Japan, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2021-06-18,,001-551-643-4682,2478385175,connie00@example.org
Active,1000000862,Goodwin-Smith,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2023-01-13,,+1-586-796-6101x68311,6842221990,williamscarl@example.net
Inactive,1000000863,Salazar LLC,"SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2021-04-26,,549-915-0762,7110400646,dsims@example.net
Inactive,1000000864,Walker-Ramirez,SAP-P49-WF,,0.0,0,0.0,,,,0.0,2024-10-12,,9774794620,6837454156,ahines@example.net
Active,1000000865,Carlson LLC,SAP-P49,"Marelli EPT Cologne, Marelli Poland, Marelli Germany, Marelli Japan, Marelli PWT Slovakia",996216.02,256,30187.47,68.0,4.2,4.0,3234.47,2022-07-24,,3816776029,6921478029,sandersalexandria@example.net
Active,1000000866,Jones-Lee,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli PWT Slovakia, Marelli Poland, Marelli EPT Cologne, Marelli Germany",1007278.09,324,249878.68,37.0,81.18,15.0,6715.19,2024-12-02,,773.812.5523,6151068304,mcdonaldsara@example.com
Inactive,1000000867,Harris and Sons,SAP-P49,,0.0,0,0.0,,,,0.0,2022-03-26,,+1-911-992-0613x63852,6520738715,nicholas33@example.com
Active,1000000868,Vance PLC,SAP-P49-WF,,1008996.36,154,-375250.04,30.0,33.83,0.0,3590.73,2023-03-04,,244-390-2950x2648,3449166405,dhill@example.org
Inactive,1000000869,Harris-Wright,SAP-P49-WF,"Marelli Japan, Marelli Poland, Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia",994775.95,359,-60278.46,80.0,61.29,12.0,19895.52,2021-09-15,,467-481-2778,7684040398,smithevan@example.org
Active,1000000870,Shannon-Chapman,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli Italy, Marelli Japan, Marelli EPT Cologne, Marelli Poland, Marelli PWT Slovakia",990168.22,460,438719.61,28.0,24.07,6.0,8840.79,2022-01-25,,(713)948-6298,2039224715,bhall@example.org
Active,1000000871,"Sanchez, Wilson and Robertson","SAP-P49, SAP-P49-WF",,998893.73,440,386496.86,28.0,64.58,12.0,2051.12,2023-05-14,,+1-956-805-3970,7017480074,hbecker@example.com
Inactive,1000000872,Graves-Powell,SAP-P49-WF,Marelli PWT Slovakia,0.0,0,-0.0,,,,0.0,2024-08-13,,436.582.0506x8212,7748753683,mark21@example.com
Active,1000000873,"Marks, Diaz and Waters","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2021-02-28,,+1-471-346-9218,2510253912,marksanders@example.com
Inactive,1000000874,"Friedman, Grant and Ferguson","SAP-P49, SAP-P49-WF","Marelli Japan, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2024-11-06,,+1-243-569-9848x02205,6679845126,mproctor@example.net
Inactive,1000000875,"King, Costa and Wong",SAP-P49-WF,"Marelli Poland, Marelli PWT Slovakia, Marelli Italy, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2021-08-27,,995-298-8114x5788,8396145373,ldavis@example.org
Active,1000000876,"Morales, Myers and Gonzalez",SAP-P49,"Marelli EPT Cologne, Marelli Poland, Marelli PWT Slovakia, Marelli Italy, Marelli Japan",998615.93,197,418346.71,71.0,25.22,20.0,2773.93,2023-05-28,,001-920-897-4619x17798,7576428975,melodyandrews@example.com
Inactive,1000000877,"Crawford, Bruce and Hood",SAP-P49,,0.0,0,0.0,,,,0.0,2023-12-26,,(258)893-7085,2794096722,faithsparks@example.com
Active,1000000878,Dominguez Inc,SAP-P49-WF,"Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Poland, Marelli Japan",1006068.66,386,229877.31,36.0,77.64,30.0,2976.53,2021-08-18,,+1-456-769-5790x01248,7070914863,joseph28@example.com
Active,1000000879,Watkins-Gonzalez,SAP-P49,"Marelli PWT Slovakia, Marelli Japan, Marelli Germany",999299.79,295,156052.49,36.0,17.74,20.0,12039.76,2021-06-18,,(394)723-2894x633,4415903708,fmartin@example.net
Active,1000000880,"Moon, Lopez and Juarez",SAP-P49,,1001631.37,260,438101.61,48.0,4.32,11.0,2023.5,2024-01-09,,001-772-356-2926x9335,2737031023,michelleayers@example.org
Active,1000000881,"Page, Wood and Johnson",SAP-P49,"Marelli Poland, Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany",1000151.56,356,-335235.98,50.0,13.17,16.0,2141.65,2022-12-12,,+1-578-246-8509x5744,4192969727,kristopherhanson@example.net
Active,1000000882,"Holloway, Jones and Collier",SAP-P49,"Marelli Poland, Marelli Germany",1004063.45,491,-287652.77,27.0,50.59,19.0,3547.93,2022-03-08,,797.520.3859x3401,4541690124,uparker@example.com
Inactive,1000000883,Rodriguez-Carey,SAP-P49,"Marelli EPT Cologne, Marelli Germany, Marelli Japan",0.0,0,0.0,,,,0.0,2021-06-09,,313.525.9367,6057630384,uwest@example.org
Active,1000000884,Moyer LLC,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Poland, Marelli Germany, Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia",1002889.55,215,233474.24,29.0,54.22,10.0,2482.4,2023-05-28,,(314)910-5276,3627543979,jacobsmary@example.com
