InvoiceDetails_ID,UploadedDate,FileID,Batch_Seq,OrganisationLevelId,UserId,IsDuplicate,DupStatus_Update,DupStatus_Remarks,ActionTaken,RootCause,ExcelRowNo,fldInvoiceNo,fldInvoiceDate,fldInvoiceAmount,fldPO_VocherNo,fldVendorNo,fldDueDate,fldPaymentDate,fldDocumentNo,fldUnit,fldAuthorizedBy,fldVendorName,fldRemittance,fldCloseStatus,fldImageFileNo,fldChequeNo,fldTransactions,fldBatchNo,fldGoodsAmountBase,fldVATTotalBase,fldTransTotalBase,fldOutstandingBase,DupRules,CreatedOn,ModifiedOn,IsCompleted,IsYank,YankUser,ManuallyMovedToHist,WithinFileDuplicate,InvoiceDetails_Temp_ID,AuditedBy,AuditedOn
16676787,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3637,478855_01,7/6/2024,198.29,NULL,705016,NULL,7/18/2024,1900018475,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707786,NULL,NULL
16676788,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3638,478854_01,7/6/2024,454.65,NULL,705016,NULL,7/18/2024,1900018476,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707787,NULL,NULL
16676789,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3639,478846_01,7/6/2024,346.06,NULL,705016,NULL,7/18/2024,1900018477,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707788,NULL,NULL
16676790,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3640,478848_01,7/6/2024,3.01,NULL,705016,NULL,7/18/2024,1900018478,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707789,NULL,NULL
16676791,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3641,478857_01,7/6/2024,349.32,NULL,705016,NULL,7/18/2024,1900018479,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707790,NULL,NULL
16676792,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3642,478885_01,7/6/2024,839.98,NULL,705016,NULL,7/18/2024,1900018480,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707791,NULL,NULL
16676793,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3643,478860_01,7/6/2024,1.24,NULL,705016,NULL,7/18/2024,1900018481,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707792,NULL,NULL
16676794,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3644,478859_01,7/6/2024,236.62,NULL,705016,NULL,7/18/2024,1900018482,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707793,NULL,NULL
16676795,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3645,478873_01,7/6/2024,261.89,NULL,705016,NULL,7/18/2024,1900018483,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707794,NULL,NULL
16676796,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3646,478861_01,7/6/2024,678.13,NULL,705016,NULL,7/18/2024,1900018484,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707795,NULL,NULL
16676797,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3647,478858_01,7/6/2024,667.57,NULL,705016,NULL,7/18/2024,1900018485,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707796,NULL,NULL
16676798,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3648,478874_01,7/6/2024,53.36,NULL,705016,NULL,7/18/2024,1900018486,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707797,NULL,NULL
16676799,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3649,478880_01,7/6/2024,220.85,NULL,705016,NULL,7/18/2024,1900018487,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707798,NULL,NULL
16676800,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3650,478878_01,7/6/2024,919.29,NULL,705016,NULL,7/18/2024,1900018488,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707799,NULL,NULL
16676801,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3651,478879_01,7/6/2024,142.37,NULL,705016,NULL,7/18/2024,1900018489,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707800,NULL,NULL
16676802,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3652,478884_01,7/6/2024,430.66,NULL,705016,NULL,7/18/2024,1900018490,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707801,NULL,NULL
16676803,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3653,478875_01,7/6/2024,261.61,NULL,705016,NULL,7/18/2024,1900018491,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707802,NULL,NULL
16676804,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3654,478847_01,7/6/2024,424.14,NULL,705016,NULL,7/18/2024,1900018492,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707803,NULL,NULL
16676805,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3655,478849_01,7/6/2024,408.04,NULL,705016,NULL,7/18/2024,1900018493,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707804,NULL,NULL
16676806,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3656,478877_01,7/6/2024,403.32,NULL,705016,NULL,7/18/2024,1900018494,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707805,NULL,NULL
16676807,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3657,478862_01,7/6/2024,437.4,NULL,705016,NULL,7/18/2024,1900018495,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707806,NULL,NULL
16676808,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3658,478853_01,7/6/2024,198.53,NULL,705016,NULL,7/18/2024,1900018496,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707807,NULL,NULL
16676809,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3659,478845_01,7/6/2024,7.58,NULL,705016,NULL,7/18/2024,1900018497,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707808,NULL,NULL
16676810,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3660,478850_01,7/6/2024,374.28,NULL,705016,NULL,7/18/2024,1900018498,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707809,NULL,NULL
16676811,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3661,478886_01,7/6/2024,11.94,NULL,705016,NULL,7/18/2024,1900018499,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707810,NULL,NULL
16676812,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3662,478892_01,7/6/2024,366.78,NULL,705016,NULL,7/18/2024,1900018500,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707811,NULL,NULL
16676813,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3663,478889_01,7/6/2024,8.4,NULL,705016,NULL,7/18/2024,1900018501,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707812,NULL,NULL
16676814,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3664,478891_01,7/6/2024,359.47,NULL,705016,NULL,7/18/2024,1900018502,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707813,NULL,NULL
16676815,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3665,478887_01,7/6/2024,444.65,NULL,705016,NULL,7/18/2024,1900018503,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707814,NULL,NULL
16676816,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3666,478894_01,7/6/2024,597.01,NULL,705016,NULL,7/18/2024,1900018504,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707815,NULL,NULL
16676817,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3667,478895_01,7/6/2024,431.03,NULL,705016,NULL,7/18/2024,1900018505,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707816,NULL,NULL
16676818,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3668,478900_01,7/6/2024,130.25,NULL,705016,NULL,7/18/2024,1900018506,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707817,NULL,NULL
16676819,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3669,478901_01,7/6/2024,233.25,NULL,705016,NULL,7/18/2024,1900018507,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707818,NULL,NULL
16676820,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3670,478893_01,7/6/2024,252.73,NULL,705016,NULL,7/18/2024,1900018508,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707819,NULL,NULL
16676821,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3671,478902_01,7/6/2024,157.56,NULL,705016,NULL,7/18/2024,1900018509,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707820,NULL,NULL
16676822,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3672,478903_01,7/6/2024,483.21,NULL,705016,NULL,7/18/2024,1900018510,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707821,NULL,NULL
16676823,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3673,478890_01,7/6/2024,176.34,NULL,705016,NULL,7/18/2024,1900018511,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707822,NULL,NULL
16676824,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3674,478905_01,7/6/2024,243.11,NULL,705016,NULL,7/18/2024,1900018512,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707823,NULL,NULL
16676825,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3675,478906_01,7/6/2024,201.82,NULL,705016,NULL,7/18/2024,1900018513,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707824,NULL,NULL
16676826,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3676,478888_01,7/6/2024,238.96,NULL,705016,NULL,7/18/2024,1900018514,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707825,NULL,NULL
16676827,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3677,478904_01,7/6/2024,581.51,NULL,705016,NULL,7/18/2024,1900018515,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707826,NULL,NULL
16676828,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3678,478897_01,7/6/2024,459.92,NULL,705016,NULL,7/18/2024,1900018516,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707827,NULL,NULL
16676829,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3679,478899_01,7/6/2024,806.89,NULL,705016,NULL,7/18/2024,1900018517,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707828,NULL,NULL
16676830,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3680,478907_01,7/6/2024,273.84,NULL,705016,NULL,7/18/2024,1900018518,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707829,NULL,NULL
16676831,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3681,478908_01,7/6/2024,747.26,NULL,705016,NULL,7/18/2024,1900018519,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707830,NULL,NULL
16676832,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3682,478917_01,7/6/2024,372.23,NULL,705016,NULL,7/18/2024,1900018520,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707831,NULL,NULL
16676833,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3683,478909_01,7/6/2024,311.23,NULL,705016,NULL,7/18/2024,1900018521,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707832,NULL,NULL
16676834,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3684,478898_01,7/6/2024,392.16,NULL,705016,NULL,7/18/2024,1900018522,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707833,NULL,NULL
16676835,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3685,478918_01,7/6/2024,165.13,NULL,705016,NULL,7/18/2024,1900018523,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707834,NULL,NULL
16676836,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3686,478915_01,7/6/2024,212.03,NULL,705016,NULL,7/18/2024,1900018524,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707835,NULL,NULL
16676837,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3687,478920_01,7/6/2024,1210.52,NULL,705016,NULL,7/18/2024,1900018525,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707836,NULL,NULL
16676838,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3688,478916_01,7/6/2024,1084.74,NULL,705016,NULL,7/18/2024,1900018526,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707837,NULL,NULL
16676839,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3689,478910_01,7/6/2024,339.35,NULL,705016,NULL,7/18/2024,1900018527,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707838,NULL,NULL
16676840,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3690,478720_01,7/6/2024,164.34,NULL,705016,NULL,7/18/2024,1900018528,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707839,NULL,NULL
16676841,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3691,478919_01,7/6/2024,4.47,NULL,705016,NULL,7/18/2024,1900018529,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707840,NULL,NULL
16676842,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3692,478924_01,7/6/2024,542.52,NULL,705016,NULL,7/18/2024,1900018530,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707841,NULL,NULL
16676843,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3693,478925_01,7/6/2024,32.67,NULL,705016,NULL,7/18/2024,1900018531,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707842,NULL,NULL
16676844,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3694,478921_01,7/6/2024,86.68,NULL,705016,NULL,7/18/2024,1900018532,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707843,NULL,NULL
16676845,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3695,478926_01,7/6/2024,548.55,NULL,705016,NULL,7/18/2024,1900018533,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707844,NULL,NULL
16676846,00:00.0,11741,10081,2,42,N,NULL,NULL,NULL,NULL,3696,478930_01,7/6/2024,14.84,NULL,705016,NULL,7/18/2024,1900018534,P1A-9511,**,TOTALENERGIES GAS AND POWER LI,NULL,GB,NULL,P1A-900,GBP,NULL,NULL,NULL,NULL,NULL,Rule-1Rule-2Rule-3Rule-4Rule-5Rule-6,48:10.8,48:10.8,NULL,NULL,NULL,NULL,NULL,22707845,NULL,NULL
