Internal Reference,Invoice Number,Supplier Name,Supplier Reference,Invoice Date,Posting Date,Due Date,Payment Date,Gross Amount,VAT Amount,Gross Amount_standardized,VAT Amount_standardized,Currency Code_CAD,Currency Code_EUR,Currency Code_GBP,Currency Code_JPY,Currency Code_USD,Debit/Credit_Dr
240089196,IN423382,Purple Plumbers Limited_R,V_PU001,2024-11-30,2024-12-14,2025-01-24,2025-02-18,2025.12,405.02,-0.3666961636788724,-0.3666991774227818,False,False,False,False,True,True
790815199,IN276479,Blue Banana Inc.,V_BL001,2024-10-17,2024-10-20,2024-11-18,2024-12-09,4364.03,872.81,-0.013314343362295306,-0.013311298496944105,False,False,False,False,True,True
306416525,IN233738,Artic Apples Co.,V_AR001,2024-05-31,2024-06-11,2024-07-01,2024-07-23,-7200.99,-1440.2,-1.7606529838391074,-1.7606545461812722,False,False,True,False,False,False
448723457,IN765038,Velocity Ventures,V_VE001,2024-01-16,2024-01-18,2024-02-12,2024-03-02,4682.63,936.53,0.03482237329326716,0.03482542021263581,False,False,False,False,True,True
913211620,IN576458,QuickFix Mechanics,V_QU001,2024-10-30,2024-11-04,2024-11-21,2024-11-28,578.56,115.71,-0.5852543835322006,-0.5852558957195262,True,False,False,False,False,True
363935354,IN958992,Purple Plumbers Limited,V_PU001,2024-01-27,2024-02-08,2024-02-24,2024-03-03,953.45,190.69,-0.5286129092478196,-0.5286129081356545,False,False,False,False,True,True
574470305,IN774325,Sunny Solutions Ltd.,V_SU001,2024-01-17,2024-01-28,2024-03-15,,8522.71,1704.54,0.615013342830907,0.6150118818595983,False,False,False,False,False,True
736968645,IN851531,Global Tech Solutions,V_GL001,2024-11-11,2024-11-15,2024-12-09,2025-01-06,8623.24,1724.65,0.6302022446682696,0.6302038061102208,False,True,False,False,False,True
893211641,IN950818,Global Tech Solutions,V_GL001,2024-02-26,2024-03-03,2024-03-28,,7366.31,1473.26,0.44029488978479175,0.44029342135816024,False,True,False,False,False,True
909393281,IN388381,Eco Electronics,V_EC001,2024-11-17,2024-11-23,2024-12-19,2025-01-05,2530.23,506.05,-0.2903799773954727,-0.29037694435264905,False,False,False,True,False,True
556907609,IN732013,Eco Electronics,V_EC001,2024-04-22,2024-05-03,2024-05-22,,5949.06,1189.81,0.22616506655787455,0.22616358899421762,False,False,False,True,False,True
992695971,IN404685,Velocity Ventures,V_VE001,2024-04-01,2024-04-04,2024-05-04,2024-05-19,5403.87,1080.77,0.143793263188615,0.1437902712275417,False,False,False,False,True,True
646720370,IN755306,Global Tech Solutions,V_GL001,2024-11-06,2024-11-08,2024-12-18,2025-01-02,3120.14,624.03,-0.2012515074573597,-0.20124998149395107,False,True,False,False,False,True
460020294,IN263239,Eco Electronics,V_EC001,2024-10-23,2024-11-05,2024-12-05,2025-01-03,5969.95,1193.99,0.2293213001138528,0.229321333567445,False,False,False,True,False,True
979850340,IN943977,Eco Electronics,V_EC001,2024-07-29,2024-07-29,2024-09-16,2024-09-26,5299.82,1059.96,0.12807253070898136,0.12806953807709673,False,False,False,True,False,True
670402236,IN327842,Blue Banana Inc._H,V_BL001,2024-04-30,2024-05-09,2024-06-04,,7251.47,1450.29,0.42294391508069634,0.42294093503111924,False,False,False,False,True,True
104911408,IN445254,Purple Plumbers Limited_N,V_PU001,2024-04-29,2024-04-30,2024-06-16,2024-06-26,7231.9,1446.38,0.4199871180155696,0.4199871596049666,False,False,False,False,True,True
332468180,IN538068,QuickFix Mechanics,V_QU001,2024-06-24,2024-06-30,2024-07-15,2024-07-23,-6879.73,-1375.95,-1.7121143724368286,-1.712117443590398,True,False,False,False,False,False
218406691,IN986605,Eco Electronics,V_EC001,2024-07-27,2024-08-10,2024-08-24,,8421.83,1684.37,0.5997715601058188,0.5997746311318484,False,False,False,True,False,True
224326393,IN238106,Artic Apples Co.,V_AR001,2024-11-14,2024-11-20,2024-12-10,2024-12-26,671.5,134.3,-0.5712122415172352,-0.5712122422228049,False,False,True,False,False,True
639417440,IN468386,Sunny Solutions Ltd.,V_SU001,2024-08-16,2024-08-22,2024-10-01,2024-10-14,178.89,35.78,-0.6456398246675698,-0.6456383176664302,False,False,False,False,False,True
123655056,IN415887,Eco Electronics,V_EC001,2024-03-06,2024-03-07,2024-04-16,,4936.9,987.38,0.07323958278482344,0.07323960957833164,False,False,False,True,False,True
398609537,IN304742,Velocity Ventures,V_VE001,2024-07-03,2024-07-15,2024-07-21,2024-07-28,3117.45,623.49,-0.2016579348515953,-0.20165791978810005,False,False,False,False,True,True
647262365,IN743197,Sunny Solutions Ltd.,V_SU001,2024-11-28,2024-12-01,2025-01-14,2025-02-10,6905.62,1381.12,0.37069004359505203,0.37068706131577644,False,False,False,False,False,True
723473269,IN675047,Velocity Ventures,V_VE001,2024-05-23,2024-06-04,2024-06-12,,9633.09,1926.62,0.7827787145823302,0.7827802825347945,False,False,False,False,True,True
229609751,IN475662,Sunny Solutions Ltd.,V_SU001,2024-02-13,2024-02-24,2024-03-30,2024-04-23,7510.72,1502.14,0.46211354406046584,0.46211056568227626,False,False,False,False,False,True
675745883,IN206579,Eco Electronics,V_EC001,2023-12-07,2023-12-07,2023-12-28,2024-01-18,2639.96,527.99,-0.2738010636521744,-0.273802562549633,False,False,False,True,False,True
752324719,IN109793,Purple Plumbers Limited,V_PU001,2024-04-07,2024-04-14,2024-04-29,,1008.27,201.65,-0.5203302513474494,-0.5203332716470013,False,False,False,False,True,True
697704183,IN570096,Purple Plumbers Limited,V_PU001,2024-10-03,2024-10-18,2024-10-18,,1745.97,349.19,-0.40887244884648144,-0.4088754643900737,False,False,False,False,True,True
700106455,IN320067,Global Tech Solutions,V_GL001,2024-01-27,2024-01-30,2024-03-15,2024-03-21,4988.0,997.6,0.08096019239279348,0.08096021951574388,False,True,False,False,False,True
766938426,IN432180,Sunny Solutions Ltd.,V_SU001,2024-09-30,2024-10-03,2024-10-30,2024-11-13,1259.84,251.97,-0.4823209801326351,-0.48231946616259974,False,False,False,False,False,True
725414387,IN181835,QuickFix Mechanics,V_QU001,2023-12-28,2024-01-07,2024-01-28,2024-02-21,5779.15,1155.83,0.2004936618907476,0.2004936941142502,True,False,False,False,False,True
972387191,IN620648,Sunny Solutions Ltd.,V_SU001,2023-12-13,2023-12-20,2024-01-11,2024-02-02,5999.16,1199.83,0.23373458791519924,0.23373311067453761,False,False,False,False,False,True
793117335,IN812452,Artic Apples Co.,V_AR001,2024-04-21,2024-04-25,2024-06-06,2024-06-18,4897.57,979.51,0.06729728188694753,0.06729428666175295,False,False,True,False,False,True
492930479,IN969240,Global Tech Solutions,V_GL001,2024-07-26,2024-07-29,2024-08-26,2024-09-17,-2647.31,-529.46,-1.0726454386410489,-1.07264394986045,False,True,False,False,False,False
239134215,IN925249,Eco Electronics,V_EC001,2024-03-27,2024-04-05,2024-05-02,2024-05-15,8005.05,1601.01,0.5368009990019101,0.536801045575813,False,False,False,True,False,True
859472540,IN974651,Velocity Ventures,V_VE001,2024-07-05,2024-07-14,2024-08-04,2024-08-04,6074.39,1214.88,0.24510095701123813,0.24510250202072698,False,False,False,False,True,True
225538139,IN604959,Artic Apples Co._Q,V_AR001,2024-01-04,2024-01-13,2024-02-28,2024-03-13,5568.62,1113.72,0.16868505248241256,0.16868206158348428,False,False,True,False,False,True
697175677,IN125924,Velocity Ventures,V_VE001,2024-09-11,2024-09-13,2024-09-27,2024-10-12,2459.8,491.96,-0.30102112288841454,-0.30102111206479565,False,False,False,False,True,True
822177664,IN309495,Artic Apples Co.,V_AR001,2024-05-31,2024-06-04,2024-06-29,2024-07-10,9808.51,1961.7,0.8092826155105121,0.8092811628287693,False,False,True,False,False,True
949127668,IN237590,Purple Plumbers Limited,V_PU001,2024-05-01,2024-05-02,2024-05-19,2024-05-27,4371.83,874.37,-0.012135855007262678,-0.01213281009162478,False,False,False,False,True,True
471903982,IN133972,QuickFix Mechanics,V_QU001,2024-10-01,2024-10-16,2024-11-17,2024-11-20,2730.15,546.03,-0.2601744143264833,-0.2601744017599152,True,False,False,False,False,True
385153317,IN923241,Eco Electronics,V_EC001,2024-09-02,2024-09-05,2024-10-25,2024-11-13,6520.99,1304.2,0.3125769697493867,0.31257851763811045,False,False,False,True,False,True
744676875,IN173715,Sunny Solutions Ltd.,V_SU001,2024-08-15,2024-08-22,2024-10-14,,4356.07,871.21,-0.014517005837431145,-0.014520004553681761,False,False,False,False,False,True
651694206,IN857805,Blue Banana Inc.,V_BL001,2024-04-29,2024-05-05,2024-06-02,2024-06-14,-7263.76,-1452.75,-1.770136793332107,-1.7701353343138087,False,False,False,False,True,False
775280861,IN712743,Global Tech Solutions,V_GL001,2024-08-25,2024-09-09,2024-10-18,2024-10-20,4534.89,906.98,0.01250059514294456,0.012502130227260986,False,True,False,False,False,True
767168457,IN476243,QuickFix Mechanics,V_QU001,2024-03-03,2024-03-08,2024-03-25,2024-04-05,4953.41,990.68,0.07573404980297581,0.07573256582035316,True,False,False,False,False,True
871534111,IN320770,Blue Banana Inc.,V_BL001,2024-01-19,2024-01-27,2024-03-06,2024-03-22,4712.69,942.54,0.039364086107661955,0.039365622338256884,False,False,False,False,True,True
638446543,IN785645,QuickFix Mechanics,V_QU001,2024-03-19,2024-03-27,2024-04-18,,4113.99,822.8,-0.05109244955362243,-0.051090917182852615,True,False,False,False,False,True
908959498,IN630165,Sunny Solutions Ltd.,V_SU001,2024-02-14,2024-02-21,2024-03-23,,7812.38,1562.48,0.5076908257500985,0.5076938928469976,False,False,False,False,False,True
257487792,IN614283,Global Tech Solutions,V_GL001,2024-11-09,2024-11-20,2025-01-03,2025-01-11,1527.41,305.48,-0.44189429690749754,-0.44189580297757747,False,True,False,False,False,True
999278176,IN126904,Purple Plumbers Limited,V_PU001,2024-03-04,2024-03-16,2024-04-08,2024-05-02,4037.88,807.58,-0.06259177631022896,-0.06258873354757015,False,False,False,False,True,True
313044374,IN341682,Blue Banana Inc.,V_BL001,2024-01-14,2024-01-14,2024-01-31,2024-02-20,7055.88,1411.18,0.39339256413700063,0.3933956263567366,False,False,False,False,True,True
598050410,IN846613,Purple Plumbers Limited,V_PU001,2024-02-06,2024-02-10,2024-03-06,2024-03-27,7769.58,1553.92,0.5012242486224836,0.5012273154434509,False,False,False,False,True,True
862729281,IN671645,Global Tech Solutions,V_GL001,2024-06-18,2024-06-27,2024-07-25,,1828.73,365.75,-0.39636838522308426,-0.3963653567028383,False,True,False,False,False,True
625595732,IN268090,Purple Plumbers Limited,V_PU001,2023-12-27,2024-01-10,2024-02-14,2024-02-29,-5735.21,-1147.04,-1.5391908478083787,-1.5391893789355025,False,False,False,False,True,False
191433047,IN215697,Artic Apples Co.,V_AR001,2024-11-06,2024-11-15,2024-12-30,,7348.36,1469.67,0.4375828556857102,0.43758138714335504,False,False,True,False,False,True
648759992,IN731436,Purple Plumbers Limited,V_PU001,2024-10-18,2024-10-19,2024-12-02,2024-12-22,4002.11,800.42,-0.06799620303580795,-0.06799769315147154,False,False,False,False,True,True
731016392,IN165132,Artic Apples Co.,V_AR001,2024-10-11,2024-10-22,2024-11-22,2024-11-22,8375.45,1675.09,0.5927640870408943,0.5927641360027696,False,False,True,False,False,True
869823370,IN681241,Global Tech Solutions,V_GL001,2024-04-08,2024-04-18,2024-05-24,2024-06-07,698.38,139.68,-0.567150989339892,-0.5671479681070242,False,True,False,False,False,True
527268666,IN210775,Artic Apples Co.,V_AR001,2024-06-28,2024-07-12,2024-08-15,2024-08-21,817.88,163.58,-0.54909594338779,-0.5490929213845044,False,False,True,False,False,True
132374783,IN766777,QuickFix Mechanics,V_QU001,2024-12-04,2024-12-04,2025-01-21,,9029.91,1805.98,0.6916453035581552,0.6916438458567702,True,False,False,False,False,True
912765392,IN743994,Sunny Solutions Ltd.,V_SU001,2024-10-01,2024-10-05,2024-10-25,2024-11-12,3553.19,710.64,-0.1358227405154535,-0.1358212117601671,False,False,False,False,False,True
873168404,IN323254,Blue Banana Inc.,V_BL001,2024-09-03,2024-09-03,2024-10-21,2024-11-13,2778.62,555.72,-0.2528511668177102,-0.25285417570379726,False,False,False,False,True,True
553397828,IN713322,Sunny Solutions Ltd.,V_SU001,2024-05-13,2024-05-20,2024-06-03,,6835.79,1367.16,0.3601395510524974,0.3601411009707399,False,False,False,False,False,True
574452333,IN162310,Sunny Solutions Ltd.,V_SU001,2024-09-23,2024-10-07,2024-10-24,2024-10-29,5489.93,1097.99,0.15679591803914142,0.1567989701631815,False,False,False,False,False,True
575191165,IN223198,QuickFix Mechanics,V_QU001,2024-07-30,2024-08-11,2024-08-25,,3721.84,744.37,-0.11034170704413963,-0.11034017720156493,True,False,False,False,False,True
568202384,IN154854,Artic Apples Co.,V_AR001,2024-09-12,2024-09-18,2024-10-01,,4284.19,856.84,-0.02537722929380852,-0.025375695825757456,False,False,True,False,False,True
947039725,IN414166,Eco Electronics,V_EC001,2024-09-05,2024-09-12,2024-10-16,2024-11-11,5698.32,1139.66,0.18828119859109566,0.18827820852834468,False,False,False,True,False,True
700478685,IN150045,Blue Banana Inc.,V_BL001,2024-05-06,2024-05-17,2024-06-08,2024-06-30,8463.32,1692.66,0.6060402116250884,0.6060372393883209,False,False,False,False,True,True
704634608,IN632443,Eco Electronics,V_EC001,2024-03-08,2024-03-09,2024-04-23,2024-05-01,5799.93,1159.99,0.20363327573915507,0.20363632986176833,False,False,False,True,False,True
534238323,IN256433,Velocity Ventures,V_VE001,2024-10-25,2024-11-02,2024-12-23,,40949.99630369897,8190.0,5.51439530362801,5.514396121066002,False,False,False,False,True,True
207515866,IN890429,Blue Banana Inc.,V_BL001,2024-01-17,2024-01-22,2024-02-13,2024-03-01,7903.55,1580.71,0.5214655415614218,0.5214655874809531,False,False,False,False,True,True
218934909,IN978376,QuickFix Mechanics,V_QU001,2024-01-02,2024-01-05,2024-03-01,2024-03-02,9537.7,1907.54,0.7683664063532841,0.7683664628081972,True,False,False,False,False,True
933239580,IN479243,Velocity Ventures,V_VE001,2024-02-16,2024-02-19,2024-03-04,2024-03-06,8126.08,1625.22,0.5550872099774993,0.5550902790968257,False,False,False,False,True,True
788223393,IN737018,Purple Plumbers Limited,V_PU001,2024-02-22,2024-02-22,2024-04-08,2024-04-11,4212.74,842.55,-0.03617248480240841,-0.03617095179499632,False,False,False,False,True,True
382449857,IN767440,QuickFix Mechanics,V_QU001,2024-01-24,2024-01-31,2024-02-24,2024-03-16,7887.53,1577.51,0.5190451077860856,0.5190481753674776,True,False,False,False,False,True
628095495,IN257699,Eco Electronics_Q,V_EC001,2024-12-01,2024-12-08,2024-12-31,2025-01-06,7019.55,1403.91,0.3879035279910603,0.38790356821143457,False,False,False,True,False,True
487663323,IN317328,Global Tech Solutions,V_GL001,2024-04-12,2024-04-23,2024-06-05,2024-06-15,6243.67,1248.73,0.27067717608045844,0.2706741895335844,False,True,False,False,False,True
512883090,IN813223,Eco Electronics,V_EC001,2024-09-27,2024-10-10,2024-10-15,,6484.95,1296.99,0.3071317491961335,0.307131785969936,False,False,False,True,False,True
632226785,IN179947,QuickFix Mechanics,V_QU001,2024-07-23,2024-08-04,2024-09-08,,8635.48,1727.1,0.6320515648561669,0.6320546372596002,True,False,False,False,False,True
708806226,IN190025,Velocity Ventures,V_VE001,2024-11-20,2024-12-05,2024-12-21,,4006.6,801.32,-0.06731781679041102,-0.06731779599455649,False,False,False,False,True,True
904961014,IN213550,Eco Electronics,V_EC001,2023-12-27,2024-01-09,2024-01-23,2024-02-19,5951.82,1190.36,0.2265820701296552,0.2265790817012212,False,False,False,True,False,True
110679117,IN590726,QuickFix Mechanics,V_QU001,2024-07-08,2024-07-18,2024-08-11,2024-08-11,126.37,25.27,-0.6535749795914559,-0.6535780055766262,True,False,False,False,False,True
920102299,IN416023,Blue Banana Inc.,V_BL001,2024-05-30,2024-06-13,2024-07-18,2024-08-03,4391.36,878.27,-0.009185101472161856,-0.009186589078326592,False,False,False,False,True,True
325919102,IN887023,Purple Plumbers Limited,V_PU001,2024-06-02,2024-06-12,2024-07-19,2024-08-18,8358.16,1671.63,0.5901517711872386,0.5901503091550744,False,False,False,False,True,True
661949847,IN642370,QuickFix Mechanics,V_QU001,2024-06-14,2024-06-15,2024-07-13,2024-07-14,9049.74,1809.95,0.6946413835684496,0.6946429477600506,True,False,False,False,False,True
123454729,IN398069,Velocity Ventures,V_VE001,2024-07-03,2024-07-14,2024-08-11,2024-08-22,2085.77,417.15,-0.3575326612772407,-0.3575356746301389,False,False,False,False,True,True
638017112,IN111309,Blue Banana Inc.,V_BL001,2024-06-30,2024-07-14,2024-08-01,,2203.19,440.64,-0.33979187888648066,-0.3397903588346582,False,False,False,False,True,True
316992153,IN131603,Eco Electronics,V_EC001,2024-03-27,2024-04-09,2024-04-26,2024-05-07,5679.82,1135.96,0.18548606595415937,0.18548307577213866,False,False,False,True,False,True
757692283,IN166901,Artic Apples Co.,V_AR001,2024-04-06,2024-04-12,2024-05-31,2024-06-22,937.6,187.52,-0.5310076580205461,-0.5310076570105663,False,False,True,False,False,True
491260200,IN121631,QuickFix Mechanics,V_QU001,2024-09-10,2024-09-19,2024-10-01,2024-10-20,3143.06,628.61,-0.1977885647525716,-0.19779006040653932,True,False,False,False,False,True
894680776,IN357637,Velocity Ventures,V_VE001,2024-07-14,2024-07-14,2024-08-19,,4743.88,948.78,0.04407652864528598,0.04407957595953402,False,False,False,False,True,True
710486322,IN491854,Blue Banana Inc.,V_BL001,2024-03-22,2024-03-30,2024-04-28,2024-05-11,1315.42,263.08,-0.47392349516177457,-0.47392651348112724,False,False,False,False,True,True
681245309,IN118294,Purple Plumbers Limited,V_PU001,2024-04-02,2024-04-10,2024-05-01,,1787.01,357.4,-0.40267178704000217,-0.4026732914364383,False,False,False,False,True,True
889106828,IN549531,Global Tech Solutions,V_GL001,2024-04-26,2024-05-09,2024-06-24,2024-06-24,5533.53,1106.71,0.1633833657672723,0.16338641817240213,False,True,False,False,False,True
780944938,IN388116,Sunny Solutions Ltd.,V_SU001,2024-04-14,2024-04-27,2024-06-12,2024-06-28,9361.99,1872.4,0.741818689832415,0.741820256037095,False,False,False,False,False,True
224267405,IN949977,Purple Plumbers Limited,V_PU001,2024-12-04,2024-12-11,2025-01-23,2025-02-22,2104.52,420.9,-0.3546997565776431,-0.35470276980965987,False,False,False,False,True,True
931607794,IN244209,Blue Banana Inc.,V_BL001,2024-08-04,2024-08-12,2024-09-26,2024-10-08,9728.61,1945.72,0.7972106642839603,0.7972092110871012,False,False,False,False,True,True
626450667,IN178340,Purple Plumbers Limited,V_PU001,2024-01-06,2024-01-21,2024-02-27,2024-03-14,1922.72,384.54,-0.38216760054494137,-0.38217061494902466,False,False,False,False,True,True
503018603,IN854981,QuickFix Mechanics,V_QU001,2023-12-15,2023-12-22,2024-01-07,2024-01-19,7835.42,1567.08,0.511171899044964,0.5111689227601185,True,False,False,False,False,True
939656545,IN929456,Purple Plumbers Limited,V_PU001,2024-12-02,2024-12-05,2025-01-01,,8422.74,1684.55,0.5999090504139059,0.5999106105632314,False,False,False,False,True,True
755647406,IN241950,Eco Electronics,V_EC001,2024-06-25,2024-06-30,2024-08-15,2024-08-23,283.71,56.74,-0.6298027542349394,-0.629804268323166,False,False,False,True,False,True
979305786,IN388449,Purple Plumbers Limited,V_PU001,2024-03-20,2024-03-31,2024-05-13,2024-05-22,4409.25,881.85,-0.006482132668119083,-0.006482109276375901,False,False,False,False,True,True
666666033,IN601944,Artic Apples Co.,V_AR001,2024-01-14,2024-01-15,2024-03-07,,-4091.9,-818.38,-1.290906014640606,-1.2909060460558646,False,False,True,False,False,False
365687756,IN641478,Global Tech Solutions,V_GL001,2023-12-29,2024-01-03,2024-01-26,2024-02-25,4107.17,821.43,-0.05212287142302269,-0.05212587174393429,False,True,False,False,False,True
640146231,IN639725,Global Tech Solutions,V_GL001,2024-07-05,2024-07-09,2024-08-18,,-7309.73,-1461.95,-1.777082320214267,-1.7770853941400506,False,True,False,False,False,False
833409308,IN890205,Blue Banana Inc.,V_BL001,2024-05-10,2024-05-19,2024-06-06,,2132.75,426.55,-0.35043453526192897,-0.35043452654680474,False,False,False,False,True,True
976002062,IN431643,Velocity Ventures,V_VE001,2024-11-09,2024-11-22,2025-01-04,2025-02-01,-1340.3,-268.06,-0.8751715841652592,-0.8751715978409241,False,False,False,False,True,False
610561998,IN933888,Eco Electronics,V_EC001,2024-05-07,2024-05-15,2024-05-23,,5481.04,1096.21,0.1554527434909055,0.1554542846750608,False,False,False,True,False,True
810810467,IN531621,QuickFix Mechanics,V_QU001,2023-12-21,2023-12-23,2024-02-16,,9052.22,1810.44,0.6950160824300496,0.6950131139899266,True,False,False,False,False,True
847957007,IN795032,Global Tech Solutions,V_GL001,2024-02-28,2024-03-06,2024-03-17,,-8322.26,-1664.45,-1.9300637066400568,-1.930062254445919,False,True,False,False,False,False
931021520,IN518282,Global Tech Solutions,V_GL001,2024-07-23,2024-08-06,2024-09-14,2024-10-12,4064.32,812.86,-0.05859700296316972,-0.058600003560335685,False,True,False,False,False,True
592632766,IN443076,Artic Apples Corporation,V_AR001,2024-08-19,2024-08-21,2024-10-07,2024-10-22,4862.82,972.56,0.06204696517702664,0.06204396972779843,False,False,True,False,False,True
628038043,IN191978,Blue Banana Inc.,V_BL001,2024-06-10,2024-06-15,2024-08-04,2024-09-03,-1354.09,-270.82,-0.8772550911416566,-0.8772566157887967,False,False,False,False,True,False
717136023,IN270299,Global Tech Solutions,V_GL001,2024-02-04,2024-02-14,2024-02-24,2024-03-11,2343.81,468.76,-0.3185458490807519,-0.31854734988749267,False,True,False,False,False,True
198404786,IN957430,Eco Electronics,V_EC001,2024-11-16,2024-11-19,2024-12-29,2025-01-28,5555.48,1111.1,0.16669975286893451,0.16670280541557617,False,False,False,True,False,True
828791180,IN420209,Purple Plumbers Limited,V_PU001,2024-09-21,2024-09-28,2024-10-28,2024-10-31,-9601.6,-1920.32,-2.123356949220494,-2.123357016156845,False,False,False,False,True,False
500651883,IN195868,Purple Plumbers Limited,V_PU001,2024-05-13,2024-05-19,2024-07-05,2024-07-13,9764.77,1952.95,0.8026740154272909,0.8026710515809848,False,False,False,False,True,True
257750909,IN455795,Velocity Ventures,V_VE001,2024-08-06,2024-08-17,2024-08-23,2024-08-31,-1533.51,-306.7,-0.9043633450724193,-0.9043618491111403,False,False,False,False,True,False
224852495,IN937353,Global Tech Solutions,V_GL001,2024-02-21,2024-03-06,2024-04-11,2024-04-19,2427.2,485.44,-0.3059465998594483,-0.3059465892460019,False,True,False,False,False,True
833034724,IN308773,Global Tech Solutions,V_GL001,2023-12-30,2023-12-31,2024-01-25,2024-02-18,3920.97,784.19,-0.08025550369315995,-0.08025850521450476,False,True,False,False,False,True
821758992,IN230488,Velocity Ventures,V_VE001,2024-11-01,2024-11-02,2024-11-23,,-1182.48,-236.5,-0.8513268364484329,-0.8513298708717726,False,False,False,False,True,False
412643855,IN367711,Purple Plumbers Limited,V_PU001,2024-10-28,2024-11-01,2024-12-13,,6267.98,1253.6,0.2743501314536433,0.2743531885937798,False,False,False,False,True,True
340073755,IN142917,Purple Plumbers Limited,V_PU001,2024-08-05,2024-08-16,2024-09-26,,7394.18,1478.84,0.4445057193302736,0.44450878373103303,False,False,False,False,True,True
243052347,IN617777,Sunny Solutions Ltd.,V_SU001,2024-10-14,2024-10-19,2024-11-23,2024-11-29,6753.25,1350.65,0.34766872684424216,0.3476687653477775,False,False,False,False,False,True
384808707,IN815378,Velocity Ventures,V_VE001,2024-11-10,2024-11-25,2024-12-16,2024-12-19,1520.99,304.2,-0.44286428347663975,-0.44286276782296763,False,False,False,False,True,True
617234721,IN475653,Global Tech Solutions,V_GL001,2024-03-22,2024-03-26,2024-05-11,2024-05-15,4158.43,831.69,-0.044378087694949435,-0.04437504415510355,False,True,False,False,False,True
196700415,IN634583,Velocity Ventures,V_VE001,2024-02-18,2024-02-22,2024-03-08,2024-03-18,5997.43,1199.49,0.2334732052415831,0.23347626063748092,False,False,False,False,True,True
885975622,IN863156,Velocity Ventures,V_VE001,2024-10-28,2024-10-30,2024-11-30,2024-12-02,4293.74,858.75,-0.023934336500146782,-0.02393280297052682,False,False,False,False,True,True
428337903,IN845356,Purple Plumbers Limited,V_PU001,2024-05-09,2024-05-19,2024-06-26,2024-06-28,3270.06,654.01,-0.1786003569206305,-0.17860185175582796,False,False,False,False,True,True
132065378,IN442265,Purple Plumbers Limited,V_PU001,2024-01-12,2024-01-15,2024-02-11,2024-02-13,6826.01,1365.2,0.3586619079611873,0.3586604360512362,False,False,False,False,True,True
777149586,IN698723,Sunny Solutions Ltd.,V_SU001,2024-07-11,2024-07-26,2024-08-21,2024-09-01,3756.87,751.37,-0.10504908562403813,-0.10505208820333738,False,False,False,False,False,True
992582017,IN862221,Velocity Ventures,V_VE001,2024-03-30,2024-04-14,2024-05-09,2024-06-04,3441.51,688.3,-0.15269627634751004,-0.15269777007736762,False,False,False,False,True,True
596584781,IN191099,Sunny Solutions Ltd.,V_SU001,2024-03-11,2024-03-20,2024-05-08,,5166.66,1033.33,0.10795361925306585,0.10795213664526813,False,False,False,False,False,True
955211832,IN696247,Purple Plumbers Limited,V_PU001,2024-01-20,2024-01-28,2024-02-22,2024-02-24,6260.99,1252.2,0.2732940245816333,0.27329557079413436,False,False,False,False,True,True
660673097,IN960892,Velocity Ventures,V_VE001,2024-03-29,2024-04-09,2024-04-26,2024-05-17,5527.65,1105.53,0.16249496685347847,0.162494997455558,False,False,False,False,True,True
583960581,IN330102,Sunny Solutions Ltd.,V_SU001,2024-07-18,2024-08-01,2024-08-29,2024-09-02,4946.58,989.32,0.07470211705106906,0.07470516567212618,False,False,False,False,False,True
745968096,IN455839,Velocity Ventures,V_VE001,2024-10-19,2024-10-28,2024-12-10,2024-12-19,4421.38,884.28,-0.004649432187792727,-0.004646386952705519,False,False,False,False,True,True
407484092,IN949198,Velocity Ventures,V_VE001,2024-11-30,2024-12-01,2024-12-18,2024-12-30,-8545.21,-1709.04,-1.9637488321214052,-1.9637473813646282,False,False,False,False,True,False
959453216,IN458216,Sunny Solutions Ltd.,V_SU001,2024-12-04,2024-12-07,2024-12-29,2025-01-21,3245.55,649.11,-0.18230352994394447,-0.18230351405458722,False,False,False,False,False,True
323265957,IN532248,Global Tech Solutions,V_GL001,2024-05-11,2024-05-20,2024-07-02,2024-07-31,5541.92,1108.38,0.1646509961901856,0.16464800511912217,False,True,False,False,False,True
745857118,IN389992,QuickFix Mechanics,V_QU001,2024-12-03,2024-12-05,2025-01-31,2025-02-15,-3616.22,-723.24,-1.2190363555736947,-1.2190333621570977,True,False,False,False,False,False
408056003,IN976484,Eco Electronics,V_EC001,2024-11-30,2024-12-10,2025-01-29,2025-02-26,-10091.655422867963,-2018.33,-2.197398565780811,-2.197397816544885,False,False,False,True,False,False
421569959,IN433513,Global Tech Solutions,V_GL001,2024-05-13,2024-05-23,2024-06-15,2024-06-28,8592.86,1718.57,0.6256121836136683,0.6256107230946173,False,True,False,False,False,True
804291692,IN210335,Sunny Solutions Ltd.,V_SU001,2024-05-07,2024-05-13,2024-07-04,2024-07-29,6001.86,1200.37,0.23414252619194129,0.2341410489686866,False,False,False,False,False,True
353722020,IN332530,Sunny Solutions Ltd.,V_SU001,2024-10-05,2024-10-11,2024-10-20,2024-10-30,-7983.38,-1596.68,-1.8788629202614096,-1.8788659985302218,False,False,False,False,False,False
148035912,IN366670,Velocity Ventures,V_VE001,2024-11-06,2024-11-21,2025-01-03,,9388.41,1877.68,0.7458104414144613,0.7458089860243294,False,False,False,False,True,True
383352397,IN912305,Eco Electronics,V_EC001,2023-12-16,2023-12-21,2024-02-08,2024-02-27,1485.43,297.09,-0.4482369816695832,-0.44823395536259597,False,False,False,True,False,True
