Internal Reference,Payment Date,Invoice Number,Posting Date,Supplier Name,Supplier Reference,Gross Amount,Invoice Date,Currency Code,VAT Amount,Due Date,Debit/Credit,Is Anomaly
10040027,2022-03-09,IN82541,2022-03-03,Purple Plumbers Limited,V_PURPLE001,19121.99,2022-02-28,USD,1620.19,2022-03-30,,True
10053240,2022-04-28,IN55760,2022-04-22,Blue Builders Inc.,V_BLUE001,6485.29,2022-04-21,GBP,563.71,2022-05-21,Cr,False
10035464,2022-10-31,IN70281,2022-10-22,Purple Plumbers Limited,V_PURPLE001,2131.62,2022-10-21,USD,489.7,2022-11-20,,False
10075472,2023-11-14,IN71313,2023-11-07,Red Roofing Solutions,V_RED001,3981.15,2023-11-04,USD,62.86,2023-12-04,Cr,False
10036049,2022-03-21,IN87789,2022-03-12,Purple Plumbers Limited,V_PURPLE001,3907.18,2022-03-10,GBP,308.29,2022-04-09,Dr,False
10012049,,IN41616,2022-10-28,Orange Office Supplies,V_ORANGE001,16871.92,2022-10-25,CAD,1738.77,2022-11-24,Dr,True
10050954,,IN79519,2023-03-04,Orange Office Supplies,V_ORANGE001,2627.27,2023-03-01,CAD,619.13,2023-03-31,Cr,False
10025120,2022-08-26,IN33147,2022-08-23,Blue Builders Inc.,V_BLUE001,3639.79,2022-08-20,GBP,735.85,2022-09-19,Dr,False
10065918,2022-02-01,IN72694,2022-01-27,Green Grocers Co.,V_GREEN001,6408.09,2022-01-25,CAD,316.53,2022-02-24,,False
10040143,2023-02-18,IN39425,2023-02-12,Purple Plumbers Limited,V_PURPLE001,5960.6,2023-02-11,EUR,522.35,2023-03-13,,False
10084205,,IN37302,2022-09-12,Red Roofing Solutions,V_RED001,5643.38,2022-09-10,CAD,591.63,2022-10-10,,False
10059464,2022-06-15,IN81805,2022-06-12,Purple Plumbers Limited,V_PURPLE001,3370.01,2022-06-11,CAD,500.01,2022-07-11,Cr,False
10035351,2022-10-15,IN98668,2022-10-13,Red Roofing Solutions,V_RED001,17274.81,2022-10-12,EUR,1366.31,2022-11-11,Dr,True
10014895,2022-04-22,IN86559,2022-04-16,Green Grocers Co.,V_GREEN001,26065.49,2022-04-14,CAD,2070.86,2022-05-14,,True
10059334,,IN78648,2023-09-13,Orange Office Supplies,V_ORANGE001,4128.83,2023-09-10,GBP,628.06,2023-10-10,Dr,False
10015782,2022-05-28,IN76770,2022-05-20,Yellow Yard Services,V_YELLOW001,2881.07,2022-05-18,EUR,632.59,2022-06-17,,False
10040699,,IN54252,2022-04-17,Yellow Yard Services,V_YELLOW001,5004.72,2022-04-15,GBP,684.5,2022-05-15,,False
10020839,2022-12-16,IN75546,2022-12-13,Purple Plumbers Limited,V_PURPLE001,3507.07,2022-12-12,GBP,151.67,2023-01-11,,False
10014414,2023-06-14,IN93030,2023-06-13,Purple Plumbers Limited,V_PURPLE001,4001.9,2023-06-12,USD,388.03,2023-07-12,Dr,False
10041890,2023-03-13,IN89134,2023-03-05,Blue Builders Inc.,V_BLUE001,20918.86,2023-03-03,CAD,2083.38,2023-04-02,Cr,True
10061374,2023-11-24,IN40116,2023-11-19,Red Roofing Solutions,V_RED001,5657.71,2023-11-18,EUR,502.94,2023-12-18,,False
10043332,2023-06-25,IN88929,2023-06-22,Blue Builders Inc.,V_BLUE001,3280.4,2023-06-21,GBP,569.87,2023-07-21,Cr,False
10017837,2023-06-18,IN59355,2023-06-14,Green Grocers Co.,V_GREEN001,7982.5,2023-06-13,CAD,842.07,2023-07-13,Dr,False
10056930,,IN37713,2022-09-07,Purple Plumbers Limited,V_PURPLE001,7371.91,2022-09-03,EUR,439.0,2022-10-03,Dr,False
10082082,2023-06-02,IN44754,2023-05-30,Green Grocers Co.,V_GREEN001,17785.99,2023-05-26,GBP,2189.11,2023-06-25,Dr,True
10054064,2022-11-11,IN17813,2022-11-04,Blue Builders Inc.,V_BLUE001,17205.39,2022-11-02,GBP,2188.61,2022-12-02,,True
10035917,,IN72120,2023-12-16,Blue Builders Inc.,V_BLUE001,3007.53,2023-12-15,USD,511.62,2024-01-14,,False
10054014,2022-01-13,IN21738,2022-01-11,Red Roofing Solutions,V_RED001,4768.3,2022-01-07,EUR,564.59,2022-02-06,Dr,False
10010769,2023-05-31,IN27806,2023-05-28,Purple Plumbers Limited,V_PURPLE001,5066.91,2023-05-27,GBP,688.56,2023-06-26,Cr,False
10088678,2023-01-11,IN72821,2023-01-10,Orange Office Supplies,V_ORANGE001,5768.7,2023-01-06,CAD,618.26,2023-02-05,,False
10083616,2022-08-27,IN17099,2022-08-21,Blue Builders Inc.,V_BLUE001,19908.25,2022-08-20,GBP,2655.89,2022-09-19,Dr,True
10044157,2022-12-19,IN87129,2022-12-13,Orange Office Supplies,V_ORANGE001,19514.5,2022-12-10,GBP,2027.16,2023-01-09,Dr,True
10085652,,IN25733,2023-12-12,Yellow Yard Services,V_YELLOW001,5333.35,2023-12-09,USD,511.66,2024-01-08,Cr,False
10021801,2023-05-06,IN61360,2023-04-29,Green Grocers Co.,V_GREEN001,3561.83,2023-04-28,USD,297.12,2023-05-28,Dr,False
10033429,2022-06-20,IN60200,2022-06-16,Purple Plumbers Limited,V_PURPLE001,32324.39,2022-06-13,USD,1849.93,2022-07-13,Dr,True
10063574,,IN95744,2022-01-14,Yellow Yard Services,V_YELLOW001,3863.01,2022-01-10,GBP,265.05,2022-02-09,Cr,False
10065654,,IN81574,2023-07-25,Orange Office Supplies,V_ORANGE001,5797.5,2023-07-23,CAD,396.45,2023-08-22,Cr,False
10065283,2023-05-21,IN13258,2023-05-15,Purple Plumbers Limited,V_PURPLE001,4385.3,2023-05-12,EUR,617.5,2023-06-11,,False
10045169,,IN72182,2022-07-08,Red Roofing Solutions,V_RED001,7045.95,2022-07-07,USD,426.52,2022-08-06,Dr,False
10019716,2022-11-23,IN43349,2022-11-15,Purple Plumbers Limited,V_PURPLE001,5914.29,2022-11-14,GBP,266.69,2022-12-14,,False
10074325,2023-02-13,IN67771,2023-02-05,Purple Plumbers Limited,V_PURPLE001,4512.66,2023-02-01,EUR,490.02,2023-03-03,,False
10028984,2022-05-13,IN98095,2022-05-10,Orange Office Supplies,V_ORANGE001,4582.82,2022-05-06,GBP,449.42,2022-06-05,Cr,False
10065415,2022-04-07,IN64160,2022-04-04,Green Grocers Co.,V_GREEN001,3668.29,2022-03-31,CAD,371.05,2022-04-30,,False
10082592,,IN87052,2023-02-05,Blue Builders Inc.,V_BLUE001,29068.33,2023-02-02,EUR,2202.29,2023-03-04,Cr,True
10033259,2023-07-31,IN63583,2023-07-27,Yellow Yard Services,V_YELLOW001,3996.94,2023-07-23,USD,641.34,2023-08-22,Dr,False
10061924,2023-04-02,IN13726,2023-04-01,Green Grocers Co.,V_GREEN001,23607.33,2023-03-30,USD,2317.7,2023-04-29,,True
10046787,2022-08-09,IN43583,2022-08-01,Blue Builders Inc.,V_BLUE001,6438.22,2022-07-31,CAD,669.15,2022-08-30,Cr,False
10046378,,IN14255,2022-03-12,Purple Plumbers Limited,V_PURPLE001,14887.82,2022-03-11,USD,3039.97,2022-04-10,Cr,True
10062083,2023-03-01,IN75733,2023-02-23,Orange Office Supplies,V_ORANGE001,25714.11,2023-02-20,EUR,2375.97,2023-03-22,,True
10053459,2023-08-15,IN97245,2023-08-13,Red Roofing Solutions,V_RED001,4753.5,2023-08-09,EUR,531.81,2023-09-08,,False
10090219,2023-10-26,IN71629,2023-10-17,Yellow Yard Services,V_YELLOW001,16588.29,2023-10-15,USD,1975.9,2023-11-14,Dr,True
10014676,,IN95961,2023-11-28,Blue Builders Inc.,V_BLUE001,4151.37,2023-11-26,EUR,677.64,2023-12-26,Cr,False
10084779,,IN19596,2022-02-17,Green Grocers Co.,V_GREEN001,5832.25,2022-02-15,USD,620.66,2022-03-17,,False
10066633,,IN36655,2022-03-23,Green Grocers Co.,V_GREEN001,4429.39,2022-03-20,GBP,450.35,2022-04-19,Dr,False
10045690,2022-09-15,IN98406,2022-09-08,Green Grocers Co.,V_GREEN001,7929.66,2022-09-07,USD,603.04,2022-10-07,,False
10034299,2022-01-30,IN57975,2022-01-29,Green Grocers Co.,V_GREEN001,3453.97,2022-01-25,GBP,370.72,2022-02-24,,False
10068283,2022-04-14,IN95140,2022-04-11,Orange Office Supplies,V_ORANGE001,6009.33,2022-04-10,CAD,475.34,2022-05-10,,False
10057078,2023-08-22,IN41113,2023-08-13,Red Roofing Solutions,V_RED001,3316.12,2023-08-12,USD,472.61,2023-09-11,Dr,False
10088343,2023-12-04,IN93071,2023-11-26,Green Grocers Co.,V_GREEN001,6598.06,2023-11-23,USD,461.29,2023-12-23,,False
10030074,2022-02-16,IN77843,2022-02-11,Green Grocers Co.,V_GREEN001,4497.84,2022-02-09,EUR,439.45,2022-03-11,Cr,False
10095314,2023-05-21,IN36641,2023-05-14,Yellow Yard Services,V_YELLOW001,17737.69,2023-05-12,USD,2388.52,2023-06-11,,True
10050308,2022-08-12,IN85024,2022-08-09,Purple Plumbers Limited,V_PURPLE001,6201.05,2022-08-05,GBP,808.98,2022-09-04,Cr,False
10081117,2022-10-29,IN71158,2022-10-24,Blue Builders Inc.,V_BLUE001,6263.06,2022-10-21,GBP,378.61,2022-11-20,Cr,False
10014830,2022-08-22,IN33930,2022-08-16,Red Roofing Solutions,V_RED001,2852.51,2022-08-14,USD,546.58,2022-09-13,,False
10015741,2023-11-19,IN82374,2023-11-16,Green Grocers Co.,V_GREEN001,3772.36,2023-11-14,CAD,729.86,2023-12-14,Dr,False
10046116,,IN95751,2023-04-03,Red Roofing Solutions,V_RED001,6105.14,2023-04-02,EUR,414.96,2023-05-02,Cr,False
10048304,2023-11-02,IN79449,2023-10-30,Red Roofing Solutions,V_RED001,27930.08,2023-10-26,GBP,1381.09,2023-11-25,Cr,True
10038180,2023-01-14,IN58791,2023-01-08,Yellow Yard Services,V_YELLOW001,3833.7,2023-01-05,CAD,674.24,2023-02-04,Cr,False
10035479,2023-10-09,IN56172,2023-10-01,Yellow Yard Services,V_YELLOW001,4907.35,2023-09-30,EUR,571.92,2023-10-30,,False
10080219,2022-05-02,IN59646,2022-04-30,Red Roofing Solutions,V_RED001,5931.12,2022-04-28,USD,656.03,2022-05-28,,False
10024849,2023-04-06,IN86439,2023-03-30,Orange Office Supplies,V_ORANGE001,7061.92,2023-03-28,USD,553.95,2023-04-27,,False
10037843,2023-04-18,IN19046,2023-04-16,Orange Office Supplies,V_ORANGE001,3606.3,2023-04-15,USD,329.9,2023-05-15,Dr,False
10020794,2023-04-02,IN78470,2023-03-27,Red Roofing Solutions,V_RED001,1116.4,2023-03-24,GBP,809.33,2023-04-23,Cr,False
10088943,2022-11-04,IN55468,2022-11-03,Red Roofing Solutions,V_RED001,4667.33,2022-10-30,EUR,645.41,2022-11-29,Dr,False
10016910,2022-12-06,IN67713,2022-11-27,Purple Plumbers Limited,V_PURPLE001,15693.08,2022-11-25,EUR,1559.77,2022-12-25,Cr,True
10066194,2022-06-21,IN92001,2022-06-12,Red Roofing Solutions,V_RED001,2662.7,2022-06-11,CAD,712.84,2022-07-11,Cr,False
10056433,2023-09-01,IN98267,2023-08-23,Yellow Yard Services,V_YELLOW001,3875.92,2023-08-20,EUR,453.6,2023-09-19,Dr,False
10038229,2022-10-20,IN15583,2022-10-13,Blue Builders Inc.,V_BLUE001,6298.89,2022-10-10,EUR,650.22,2022-11-09,,False
10014300,,IN13338,2022-03-07,Purple Plumbers Limited,V_PURPLE001,8131.62,2022-03-03,EUR,436.05,2022-04-02,,False
10045561,2022-03-21,IN12892,2022-03-13,Green Grocers Co.,V_GREEN001,4266.51,2022-03-11,GBP,407.64,2022-04-10,,False
10016743,2022-03-22,IN64800,2022-03-18,Orange Office Supplies,V_ORANGE001,6809.91,2022-03-15,CAD,270.92,2022-04-14,,False
10066238,,IN29394,2023-08-02,Yellow Yard Services,V_YELLOW001,6094.66,2023-07-31,CAD,360.35,2023-08-30,Dr,False
10064691,2022-12-04,IN74157,2022-12-01,Orange Office Supplies,V_ORANGE001,22308.48,2022-11-30,EUR,3173.52,2022-12-30,Cr,True
10075587,2023-01-04,IN92238,2022-12-31,Yellow Yard Services,V_YELLOW001,5030.28,2022-12-29,USD,523.68,2023-01-28,Dr,False
10032911,2022-07-13,IN42556,2022-07-07,Yellow Yard Services,V_YELLOW001,24990.05,2022-07-04,CAD,551.87,2022-08-03,,True
10025150,2022-08-20,IN64165,2022-08-15,Green Grocers Co.,V_GREEN001,6096.66,2022-08-14,GBP,428.37,2022-09-13,,False
10067944,2022-08-17,IN52120,2022-08-13,Yellow Yard Services,V_YELLOW001,5500.88,2022-08-09,CAD,319.14,2022-09-08,Dr,False
10047606,2022-01-22,IN48640,2022-01-17,Orange Office Supplies,V_ORANGE001,5336.63,2022-01-15,EUR,575.27,2022-02-14,Cr,False
10026371,,IN55084,2022-11-10,Blue Builders Inc.,V_BLUE001,20411.42,2022-11-07,EUR,2532.74,2022-12-07,Dr,True
10062756,,IN66481,2023-01-03,Orange Office Supplies,V_ORANGE001,3710.99,2023-01-01,CAD,671.36,2023-01-31,,False
10071597,2023-10-13,IN84554,2023-10-11,Orange Office Supplies,V_ORANGE001,2912.06,2023-10-09,EUR,755.62,2023-11-08,Cr,False
10022112,2023-02-14,IN34058,2023-02-11,Orange Office Supplies,V_ORANGE001,11226.07,2023-02-10,USD,1938.05,2023-03-12,Dr,True
10070372,2023-08-03,IN35095,2023-08-02,Orange Office Supplies,V_ORANGE001,4724.51,2023-07-29,USD,374.79,2023-08-28,,False
10070410,,IN34816,2022-04-12,Blue Builders Inc.,V_BLUE001,5736.81,2022-04-09,GBP,446.3,2022-05-09,,False
10011725,2022-08-29,IN91406,2022-08-20,Red Roofing Solutions,V_RED001,6689.37,2022-08-17,USD,597.34,2022-09-16,,False
10066920,2023-02-03,IN95326,2023-02-01,Yellow Yard Services,V_YELLOW001,4095.55,2023-01-30,CAD,547.69,2023-03-01,Cr,False
10022002,2023-07-04,IN95820,2023-06-25,Orange Office Supplies,V_ORANGE001,6046.38,2023-06-23,EUR,374.59,2023-07-23,,False
10086508,,IN20683,2023-07-04,Red Roofing Solutions,V_RED001,6630.65,2023-06-30,USD,547.29,2023-07-30,,False
10013972,2023-04-18,IN80831,2023-04-12,Purple Plumbers Limited,V_PURPLE001,20625.77,2023-04-08,EUR,2114.82,2023-05-08,,True
10066178,,IN59407,2023-12-26,Yellow Yard Services,V_YELLOW001,15507.93,2023-12-25,USD,2245.96,2024-01-24,Cr,True
10075661,2022-06-13,IN55272,2022-06-11,Green Grocers Co.,V_GREEN001,28578.78,2022-06-10,EUR,2385.94,2022-07-10,Dr,True
10064710,2023-03-26,IN96567,2023-03-22,Yellow Yard Services,V_YELLOW001,2138.29,2023-03-21,USD,370.94,2023-04-20,,False
10020985,2023-10-22,IN22391,2023-10-14,Yellow Yard Services,V_YELLOW001,5437.07,2023-10-10,EUR,504.83,2023-11-09,,False
10091580,2023-02-18,IN15469,2023-02-14,Green Grocers Co.,V_GREEN001,6673.85,2023-02-10,GBP,402.61,2023-03-12,Cr,False
10037909,2023-05-04,IN86631,2023-04-28,Yellow Yard Services,V_YELLOW001,4624.98,2023-04-25,USD,367.67,2023-05-25,,False
10035595,,IN67207,2023-10-30,Blue Builders Inc.,V_BLUE001,4092.64,2023-10-29,GBP,574.67,2023-11-28,Dr,False
10033396,2022-05-06,IN22755,2022-04-30,Yellow Yard Services,V_YELLOW001,6179.61,2022-04-28,EUR,416.07,2022-05-28,,False
10094651,2022-05-23,IN73335,2022-05-16,Red Roofing Solutions,V_RED001,12459.23,2022-05-15,EUR,2549.82,2022-06-14,Dr,True
10090210,,IN60613,2022-05-04,Yellow Yard Services,V_YELLOW001,5747.91,2022-05-03,USD,613.06,2022-06-02,,False
10059115,2022-07-10,IN98223,2022-07-02,Red Roofing Solutions,V_RED001,35935.17,2022-06-29,GBP,2042.08,2022-07-29,Cr,True
10055875,2023-12-26,IN15867,2023-12-24,Orange Office Supplies,V_ORANGE001,4883.83,2023-12-23,USD,320.71,2024-01-22,,False
10019107,2022-02-06,IN15993,2022-01-28,Orange Office Supplies,V_ORANGE001,5126.76,2022-01-25,EUR,619.7,2022-02-24,Cr,False
10071049,2022-10-15,IN72493,2022-10-06,Orange Office Supplies,V_ORANGE001,4556.03,2022-10-04,CAD,662.54,2022-11-03,,False
10097440,2022-05-04,IN74789,2022-04-25,Purple Plumbers Limited,V_PURPLE001,5021.41,2022-04-24,EUR,356.91,2022-05-24,,False
10077042,2023-08-03,IN61310,2023-07-26,Purple Plumbers Limited,V_PURPLE001,2593.63,2023-07-23,USD,302.06,2023-08-22,,False
10060251,2022-12-08,IN75171,2022-12-05,Purple Plumbers Limited,V_PURPLE001,7152.63,2022-12-01,USD,447.9,2022-12-31,Dr,False
10087990,2023-12-26,IN99787,2023-12-24,Yellow Yard Services,V_YELLOW001,5083.8,2023-12-20,USD,453.55,2024-01-19,,False
10062335,2023-03-04,IN23541,2023-02-24,Yellow Yard Services,V_YELLOW001,5312.08,2023-02-23,CAD,391.53,2023-03-25,,False
10080825,2023-08-27,IN61574,2023-08-22,Green Grocers Co.,V_GREEN001,2205.03,2023-08-18,USD,652.66,2023-09-17,,False
10011307,2023-03-17,IN90388,2023-03-12,Red Roofing Solutions,V_RED001,6651.44,2023-03-11,USD,793.75,2023-04-10,Cr,False
10065856,2023-09-19,IN59252,2023-09-10,Red Roofing Solutions,V_RED001,6458.93,2023-09-07,EUR,483.42,2023-10-07,,False
10040873,2022-04-05,IN68627,2022-04-02,Green Grocers Co.,V_GREEN001,2602.81,2022-03-31,CAD,569.33,2022-04-30,,False
10078207,2022-10-22,IN82055,2022-10-17,Orange Office Supplies,V_ORANGE001,4915.12,2022-10-15,GBP,682.85,2022-11-14,Cr,False
10096213,2022-09-10,IN86260,2022-09-09,Red Roofing Solutions,V_RED001,18391.88,2022-09-08,USD,1774.5,2022-10-08,,True
10014311,2023-07-22,IN66888,2023-07-17,Purple Plumbers Limited,V_PURPLE001,6008.94,2023-07-16,USD,765.61,2023-08-15,Dr,False
10067851,,IN65311,2023-04-16,Green Grocers Co.,V_GREEN001,6001.28,2023-04-13,EUR,374.97,2023-05-13,Cr,False
10086018,2023-12-09,IN28961,2023-12-01,Red Roofing Solutions,V_RED001,2109.25,2023-11-28,USD,853.56,2023-12-28,Cr,False
10037105,2023-09-03,IN10877,2023-08-26,Red Roofing Solutions,V_RED001,1165.52,2023-08-25,EUR,521.22,2023-09-24,,False
10017283,2022-08-14,IN91481,2022-08-09,Purple Plumbers Limited,V_PURPLE001,5927.13,2022-08-06,CAD,557.63,2022-09-05,Dr,False
10011515,2022-07-20,IN24605,2022-07-12,Red Roofing Solutions,V_RED001,4247.95,2022-07-11,USD,287.29,2022-08-10,Dr,False
10023760,,IN31927,2022-05-13,Red Roofing Solutions,V_RED001,18187.8,2022-05-10,CAD,1440.17,2022-06-09,,True
10080135,2023-08-30,IN45046,2023-08-24,Orange Office Supplies,V_ORANGE001,21619.0,2023-08-22,USD,1854.26,2023-09-21,Dr,True
10090865,2022-06-20,IN60617,2022-06-14,Orange Office Supplies,V_ORANGE001,3913.72,2022-06-11,EUR,491.35,2022-07-11,,False
10058692,2022-05-30,IN59004,2022-05-26,Orange Office Supplies,V_ORANGE001,4505.9,2022-05-24,USD,413.21,2022-06-23,,False
10035557,2023-07-11,IN74204,2023-07-09,Yellow Yard Services,V_YELLOW001,4073.77,2023-07-05,EUR,488.84,2023-08-04,,False
10080968,2022-10-22,IN76922,2022-10-21,Orange Office Supplies,V_ORANGE001,5257.26,2022-10-17,CAD,558.64,2022-11-16,Cr,False
10043272,2023-10-03,IN24671,2023-09-24,Yellow Yard Services,V_YELLOW001,3355.4,2023-09-21,USD,625.74,2023-10-21,Dr,False
10047038,2023-09-24,IN97939,2023-09-17,Red Roofing Solutions,V_RED001,605.83,2023-09-15,GBP,807.95,2023-10-15,,False
10029233,2023-07-11,IN91730,2023-07-09,Green Grocers Co.,V_GREEN001,4398.41,2023-07-07,EUR,780.6,2023-08-06,,False
10069353,2023-08-16,IN66532,2023-08-15,Orange Office Supplies,V_ORANGE001,17268.78,2023-08-14,USD,2195.9,2023-09-13,,True
10028787,2023-07-18,IN58845,2023-07-13,Yellow Yard Services,V_YELLOW001,25201.03,2023-07-11,USD,1952.62,2023-08-10,Dr,True
10072409,2023-07-02,IN65324,2023-06-29,Blue Builders Inc.,V_BLUE001,6435.96,2023-06-27,USD,484.09,2023-07-27,,False
10011132,2022-11-16,IN48259,2022-11-10,Orange Office Supplies,V_ORANGE001,7037.87,2022-11-06,USD,446.87,2022-12-06,,False
10014703,2022-02-05,IN75128,2022-01-28,Blue Builders Inc.,V_BLUE001,26922.21,2022-01-24,CAD,2378.73,2022-02-23,Dr,True
10076266,2022-12-25,IN10056,2022-12-18,Purple Plumbers Limited,V_PURPLE001,6528.22,2022-12-16,EUR,327.59,2023-01-15,Dr,False
10047643,,IN60408,2023-11-18,Green Grocers Co.,V_GREEN001,13297.23,2023-11-17,GBP,2456.5,2023-12-17,Dr,True
10011044,2023-01-04,IN56691,2022-12-26,Yellow Yard Services,V_YELLOW001,4769.73,2022-12-22,CAD,463.84,2023-01-21,,False
10042441,,IN49129,2023-09-06,Red Roofing Solutions,V_RED001,4760.61,2023-09-04,USD,641.75,2023-10-04,,False
10015939,2022-04-18,IN57562,2022-04-16,Red Roofing Solutions,V_RED001,5451.57,2022-04-12,CAD,761.75,2022-05-12,Cr,False
10023026,2023-09-22,IN78309,2023-09-20,Orange Office Supplies,V_ORANGE001,6895.56,2023-09-17,CAD,373.05,2023-10-17,,False
10079274,2023-08-02,IN12469,2023-07-28,Purple Plumbers Limited,V_PURPLE001,17677.47,2023-07-25,CAD,1524.83,2023-08-24,Dr,True
10064823,2022-03-26,IN33312,2022-03-25,Purple Plumbers Limited,V_PURPLE001,16932.99,2022-03-24,USD,1848.77,2022-04-23,Dr,True
10041656,2022-08-23,IN77695,2022-08-16,Green Grocers Co.,V_GREEN001,4129.21,2022-08-12,USD,588.29,2022-09-11,Cr,False
10091422,2023-12-22,IN35256,2023-12-15,Orange Office Supplies,V_ORANGE001,6747.55,2023-12-11,EUR,313.16,2024-01-10,,False
10054199,,IN71035,2023-12-08,Yellow Yard Services,V_YELLOW001,4903.89,2023-12-05,GBP,411.46,2024-01-04,,False
10069807,2022-04-20,IN59877,2022-04-19,Green Grocers Co.,V_GREEN001,6503.62,2022-04-16,CAD,662.71,2022-05-16,Dr,False
10088047,2023-02-04,IN19471,2023-01-30,Green Grocers Co.,V_GREEN001,7626.39,2023-01-27,CAD,495.27,2023-02-26,Cr,False
10064238,2023-05-15,IN45950,2023-05-11,Blue Builders Inc.,V_BLUE001,2619.45,2023-05-07,EUR,501.29,2023-06-06,,False
10020315,,IN57968,2022-07-06,Yellow Yard Services,V_YELLOW001,3754.23,2022-07-04,CAD,439.69,2022-08-03,,False
10039377,,IN43001,2022-09-16,Yellow Yard Services,V_YELLOW001,3083.23,2022-09-13,CAD,611.79,2022-10-13,Dr,False
10031976,2022-05-19,IN72863,2022-05-10,Purple Plumbers Limited,V_PURPLE001,6163.47,2022-05-08,CAD,454.91,2022-06-07,Cr,False
10043756,2022-05-14,IN63268,2022-05-13,Red Roofing Solutions,V_RED001,25609.27,2022-05-10,GBP,2655.27,2022-06-09,Cr,True
10045507,2022-05-19,IN33806,2022-05-14,Purple Plumbers Limited,V_PURPLE001,6084.24,2022-05-10,USD,516.77,2022-06-09,,False
10049019,2022-07-20,IN14006,2022-07-17,Orange Office Supplies,V_ORANGE001,5286.07,2022-07-16,EUR,539.93,2022-08-15,Cr,False
10048314,2023-11-15,IN84921,2023-11-13,Blue Builders Inc.,V_BLUE001,5190.78,2023-11-11,USD,481.45,2023-12-11,Cr,False
10077643,2022-12-21,IN17928,2022-12-12,Blue Builders Inc.,V_BLUE001,4756.58,2022-12-08,GBP,496.2,2023-01-07,Cr,False
10010002,2022-04-19,IN60411,2022-04-16,Blue Builders Inc.,V_BLUE001,5205.99,2022-04-14,GBP,711.34,2022-05-14,Cr,False
10048379,2023-01-17,IN84968,2023-01-10,Purple Plumbers Limited,V_PURPLE001,3572.38,2023-01-09,CAD,771.72,2023-02-08,Cr,False
10067326,2022-03-15,IN40651,2022-03-09,Purple Plumbers Limited,V_PURPLE001,1455.6,2022-03-07,GBP,348.54,2022-04-06,,False
10020929,2022-12-01,IN70091,2022-11-29,Red Roofing Solutions,V_RED001,5877.02,2022-11-28,GBP,444.47,2022-12-28,,False
10069622,2022-11-15,IN64215,2022-11-13,Blue Builders Inc.,V_BLUE001,6802.9,2022-11-10,GBP,501.32,2022-12-10,Dr,False
10087198,2023-01-31,IN38743,2023-01-23,Purple Plumbers Limited,V_PURPLE001,1820.54,2023-01-21,EUR,685.13,2023-02-20,,False
10022076,2022-04-12,IN34783,2022-04-11,Red Roofing Solutions,V_RED001,7123.87,2022-04-07,EUR,375.62,2022-05-07,,False
10048428,2022-02-15,IN82790,2022-02-07,Blue Builders Inc.,V_BLUE001,4300.68,2022-02-04,GBP,486.76,2022-03-06,Dr,False
10038804,2022-08-25,IN45790,2022-08-20,Purple Plumbers Limited,V_PURPLE001,3267.37,2022-08-17,USD,437.01,2022-09-16,Cr,False
10089027,2023-07-31,IN66151,2023-07-25,Yellow Yard Services,V_YELLOW001,4573.56,2023-07-24,USD,613.01,2023-08-23,,False
10073295,2022-08-28,IN22638,2022-08-25,Orange Office Supplies,V_ORANGE001,5491.72,2022-08-22,CAD,642.87,2022-09-21,Dr,False
10084640,2022-12-04,IN62509,2022-11-28,Orange Office Supplies,V_ORANGE001,6113.23,2022-11-24,GBP,649.82,2022-12-24,,False
10099001,2022-06-05,IN96569,2022-06-03,Yellow Yard Services,V_YELLOW001,2344.63,2022-06-01,CAD,336.95,2022-07-01,Dr,False
10011301,2023-09-12,IN38610,2023-09-03,Blue Builders Inc.,V_BLUE001,3415.51,2023-09-02,CAD,341.22,2023-10-02,Cr,False
10035518,2022-12-07,IN34045,2022-12-04,Red Roofing Solutions,V_RED001,3465.16,2022-12-03,USD,380.84,2023-01-02,,False
10063934,2023-11-09,IN47763,2023-11-05,Yellow Yard Services,V_YELLOW001,6108.23,2023-11-04,EUR,692.05,2023-12-04,Dr,False
10028624,2024-01-01,IN95886,2023-12-29,Purple Plumbers Limited,V_PURPLE001,4952.73,2023-12-25,EUR,541.21,2024-01-24,Dr,False
10080990,2022-11-18,IN25386,2022-11-16,Yellow Yard Services,V_YELLOW001,4351.1,2022-11-13,GBP,381.33,2022-12-13,,False
10060072,,IN34574,2023-04-24,Purple Plumbers Limited,V_PURPLE001,31494.49,2023-04-22,GBP,1818.58,2023-05-22,Cr,True
10042624,2023-05-25,IN20635,2023-05-18,Yellow Yard Services,V_YELLOW001,5967.56,2023-05-14,USD,498.14,2023-06-13,,False
10085330,,IN97960,2022-02-19,Red Roofing Solutions,V_RED001,5704.34,2022-02-16,GBP,349.02,2022-03-18,,False
10076567,2022-11-24,IN20208,2022-11-17,Green Grocers Co.,V_GREEN001,3313.96,2022-11-14,GBP,584.48,2022-12-14,Cr,False
10029643,,IN48967,2023-04-04,Blue Builders Inc.,V_BLUE001,4926.19,2023-03-31,GBP,573.36,2023-04-30,Dr,False
10062021,2022-06-06,IN39092,2022-06-03,Orange Office Supplies,V_ORANGE001,6550.71,2022-06-01,GBP,396.69,2022-07-01,Cr,False
10055838,,IN29539,2023-07-26,Red Roofing Solutions,V_RED001,3982.27,2023-07-24,GBP,494.27,2023-08-23,,False
10048311,2023-02-18,IN33434,2023-02-15,Red Roofing Solutions,V_RED001,5352.01,2023-02-13,CAD,445.11,2023-03-15,Dr,False
